video,Sentiment Score,C-Label,S-Label
video9,0.35,Audience Reaction,Negative
video82,0.75,Audience Reaction,Positive
video97,0.5,Audience Reaction,Neutral
video82,0.25,Audience Feedback,Negative
video80,0.45,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video47,0.25,Audience Reaction,Negative
video82,0.75,Audience Reaction,Positive
video6,0.95,Social Interaction,Highly Positive
video3,0.95,Audience Reaction,Highly Positive
video92,0.25,Game Experience,Negative
video20,0.85,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video48,0.5,Social Interaction,Neutral
video3,0.85,Information Share,Highly Positive
video82,0.5,Social Interaction,Neutral
video116,0.5,Game Design,Neutral
video2,0.95,Audience Reaction,Highly Positive
video19,0.95,Audience Reaction,Highly Positive
video59,0.451,Social Interaction,Neutral
video53,0.65,Game Design,Positive
video55,0.85,Audience Reaction,Highly Positive
video82,0.654,Audience Reaction,Positive
video67,0.652,Game Plot,Positive
video82,0.25,Social Interaction,Negative
video47,0.65,Game Experience,Positive
video16,0.5,Social Interaction,Neutral
video106,0.95,Audience Reaction,Highly Positive
video58,0.456,Game Plot,Neutral
video8,0.5,Game Experience,Neutral
video59,0.85,Social Interaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video37,0.75,Game Experience,Positive
video83,0.3,Information Share,Negative
video80,0.25,Social Interaction,Negative
video82,0.5,Social Interaction,Neutral
video82,0.5,Game Design,Neutral
video4,0.75,Audience Reaction,Positive
video82,0.456,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video20,0.5,Game Plot,Neutral
video25,0.357,Game Experience,Negative
video112,0.5,Audience Reaction,Neutral
video23,0.0,Social Interaction,Highly Negative
video82,0.5,Social Interaction,Neutral
video4,0.5,Social Interaction,Neutral
video60,0.85,Game Experience,Highly Positive
video85,0.25,Audience Reaction,Negative
video53,0.5,Social Interaction,Neutral
video54,0.5,Audience Reaction,Neutral
video111,0.5,Social Interaction,Neutral
video53,0.85,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video62,0.85,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video67,0.852,Game Plot,Highly Positive
video47,0.85,Audience Reaction,Highly Positive
video3,0.75,Game Design,Positive
video82,0.357,Game Plot,Negative
video3,0.925,Audience Anticipation,Highly Positive
video18,0.75,Audience Anticipation,Positive
video59,0.65,Game Plot,Positive
video2,0.925,Audience Reaction,Highly Positive
video59,0.75,Audience Reaction,Positive
video41,0.925,Game Design,Highly Positive
video82,0.5,Audience Reaction,Neutral
video47,0.25,Audience Reaction,Negative
video69,0.85,Audience Anticipation,Highly Positive
video82,0.35,Game Experience,Negative
video23,0.25,Audience Reaction,Negative
video3,0.352,Audience Feedback,Negative
video12,0.5,Game Design,Neutral
video121,0.925,Game Design,Highly Positive
video42,0.75,Game Design,Positive
video76,0.925,Audience Reaction,Highly Positive
video23,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video21,0.95,Information Share,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.65,Game Plot,Positive
video82,0.75,Social Interaction,Positive
video53,0.55,Audience Feedback,Neutral
video82,0.5,Social Interaction,Neutral
video51,0.852,Audience Reaction,Highly Positive
video23,0.75,Social Interaction,Positive
video13,0.25,Audience Feedback,Negative
video45,0.0,Social Interaction,Highly Negative
video82,0.85,Audience Reaction,Highly Positive
video117,0.95,Audience Reaction,Highly Positive
video51,0.25,Audience Reaction,Negative
video1,0.335,Game Experience,Negative
video17,0.5,Social Interaction,Neutral
video2,0.85,Game Plot,Highly Positive
video50,0.75,Game Design,Positive
video18,0.5,Audience Reaction,Neutral
video82,0.25,Audience Reaction,Negative
video82,0.5,Audience Anticipation,Neutral
video60,0.25,Audience Reaction,Negative
video9,0.5,Social Interaction,Neutral
video23,0.5,Game Design,Neutral
video47,0.852,Game Experience,Highly Positive
video4,0.95,Audience Feedback,Highly Positive
video67,0.456,Game Experience,Neutral
video101,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.5,Social Interaction,Neutral
video48,0.75,Game Plot,Positive
video70,0.35,Audience Reaction,Negative
video97,0.352,Game Experience,Negative
video80,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video4,0.35,Social Interaction,Negative
video121,0.925,Game Design,Highly Positive
video41,0.925,Audience Reaction,Highly Positive
video103,0.9,Audience Reaction,Highly Positive
video2,0.5,Social Interaction,Neutral
video4,0.25,Audience Reaction,Negative
video48,0.25,Game Experience,Negative
video82,0.85,Social Interaction,Highly Positive
video59,0.5,Game Plot,Neutral
video82,0.65,Game Plot,Positive
video23,0.5,Social Interaction,Neutral
video111,0.0,Social Interaction,Highly Negative
video82,0.5,Game Plot,Neutral
video23,0.925,Game Design,Highly Positive
video82,0.5,Audience Reaction,Neutral
video47,0.456,Social Interaction,Neutral
video54,0.35,Game Experience,Negative
video60,0.65,Game Experience,Positive
video19,0.925,Social Interaction,Highly Positive
video101,0.451,Audience Reaction,Neutral
video87,0.85,Game Design,Highly Positive
video82,0.654,Game Plot,Positive
video2,0.75,Social Interaction,Positive
video3,0.85,Game Design,Highly Positive
video3,0.75,Game Plot,Positive
video82,0.5,Social Interaction,Neutral
video8,0.95,Audience Reaction,Highly Positive
video84,0.45,Social Interaction,Neutral
video82,0.35,Game Plot,Negative
video80,0.65,Game Experience,Positive
video60,0.65,Audience Feedback,Positive
video54,0.456,Game Experience,Neutral
video51,0.85,Information Share,Highly Positive
video18,0.5,Information Share,Neutral
video104,0.75,Social Interaction,Positive
video16,0.5,Social Interaction,Neutral
video97,0.925,Social Interaction,Highly Positive
video23,0.5,Social Interaction,Neutral
video47,0.75,Audience Reaction,Positive
video62,0.925,Audience Feedback,Highly Positive
video82,0.5,Social Interaction,Neutral
video117,0.45,Audience Reaction,Neutral
video82,0.5,Game Experience,Neutral
video106,0.153,Audience Reaction,Highly Negative
video4,0.5,Social Interaction,Neutral
video92,0.5,Social Interaction,Neutral
video4,0.5,Social Interaction,Neutral
video82,0.5,Game Experience,Neutral
video111,0.5,Social Interaction,Neutral
video117,0.5,Game Design,Neutral
video47,0.985,Audience Reaction,Highly Positive
video38,0.5,Game Design,Neutral
video75,0.95,Audience Anticipation,Highly Positive
video91,0.5,Social Interaction,Neutral
video82,0.5,Game Plot,Neutral
video10,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video84,0.85,Social Interaction,Highly Positive
video23,0.5,Information Share,Neutral
video117,0.5,Audience Reaction,Neutral
video62,0.25,Game Plot,Negative
video41,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video84,0.5,Game Plot,Neutral
video89,0.75,Game Experience,Positive
video56,0.25,Game Design,Negative
video82,0.25,Audience Reaction,Negative
video47,0.35,Audience Feedback,Negative
video4,0.5,Information Share,Neutral
video2,0.925,Audience Reaction,Highly Positive
video3,0.85,Audience Reaction,Highly Positive
video10,0.95,Game Design,Highly Positive
video103,0.5,Game Plot,Neutral
video3,0.5,Game Experience,Neutral
video8,0.5,Game Design,Neutral
video82,0.75,Social Interaction,Positive
video47,0.925,Audience Reaction,Highly Positive
video4,0.925,Game Design,Highly Positive
video4,0.5,Game Design,Neutral
video10,0.5,Information Share,Neutral
video23,0.456,Game Experience,Neutral
video59,0.852,Social Interaction,Highly Positive
video4,0.0,Social Interaction,Highly Negative
video48,0.5,Game Plot,Neutral
video39,0.75,Game Design,Positive
video70,0.35,Game Experience,Negative
video82,0.85,Audience Reaction,Highly Positive
video60,0.75,Audience Reaction,Positive
video21,0.5,Game Design,Neutral
video106,0.5,Audience Reaction,Neutral
video6,0.95,Game Design,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.75,Audience Reaction,Positive
video84,0.652,Audience Reaction,Positive
video48,0.25,Audience Feedback,Negative
video2,0.5,Audience Anticipation,Neutral
video82,0.55,Game Plot,Neutral
video75,0.75,Game Design,Positive
video16,0.85,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video42,0.5,Audience Anticipation,Neutral
video82,0.752,Game Plot,Positive
video38,0.85,Game Plot,Highly Positive
video47,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video4,0.95,Game Requirement,Highly Positive
video82,0.75,Audience Reaction,Positive
video48,0.75,Audience Reaction,Positive
video3,0.456,Audience Reaction,Neutral
video47,0.5,Information Share,Neutral
video16,0.65,Audience Feedback,Positive
video109,0.25,Game Experience,Negative
video82,0.5,Game Design,Neutral
video4,0.25,Audience Reaction,Negative
video62,0.5,Game Design,Neutral
video82,0.5,Game Design,Neutral
video46,0.95,Social Interaction,Highly Positive
video21,0.5,Game Requirement,Neutral
video111,0.5,Audience Reaction,Neutral
video25,0.5,Game Design,Neutral
video85,0.451,Audience Reaction,Neutral
video23,0.5,Social Interaction,Neutral
video48,0.85,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.25,Social Interaction,Negative
video2,0.85,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video75,0.85,Audience Reaction,Highly Positive
video38,0.5,Audience Anticipation,Neutral
video72,0.5,Audience Reaction,Neutral
video111,0.25,Game Design,Negative
video3,0.25,Audience Feedback,Negative
video23,0.85,Audience Reaction,Highly Positive
video3,0.5,Audience Reaction,Neutral
video82,0.85,Audience Reaction,Highly Positive
video3,0.85,Game Design,Highly Positive
video17,0.5,Audience Reaction,Neutral
video82,0.25,Audience Reaction,Negative
video78,0.65,Audience Reaction,Positive
video67,0.5,Audience Reaction,Neutral
video75,0.925,Audience Anticipation,Highly Positive
video81,0.35,Game Experience,Negative
video82,0.75,Audience Reaction,Positive
video9,0.25,Game Design,Negative
video91,0.5,Game Requirement,Neutral
video47,0.75,Game Design,Positive
video50,0.15,Game Design,Highly Negative
video60,0.85,Audience Reaction,Highly Positive
video107,0.5,Game Experience,Neutral
video82,0.5,Social Interaction,Neutral
video102,0.925,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.75,Game Plot,Positive
video44,0.5,Social Interaction,Neutral
video50,0.5,Game Requirement,Neutral
video3,0.5,Game Design,Neutral
video55,0.95,Game Design,Highly Positive
video72,0.95,Audience Reaction,Highly Positive
video42,0.95,Game Design,Highly Positive
video106,0.925,Audience Reaction,Highly Positive
video65,0.5,Game Experience,Neutral
video59,0.75,Game Design,Positive
video4,0.85,Game Plot,Highly Positive
video78,0.85,Audience Anticipation,Highly Positive
video109,0.357,Game Experience,Negative
video82,0.5,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video9,0.85,Game Requirement,Highly Positive
video3,0.85,Audience Reaction,Highly Positive
video50,0.5,Social Interaction,Neutral
video97,0.85,Game Design,Highly Positive
video82,0.0,Social Interaction,Highly Negative
video4,0.0,Audience Anticipation,Highly Negative
video3,0.75,Game Design,Positive
video106,0.925,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video41,0.95,Audience Reaction,Highly Positive
video81,0.75,Game Design,Positive
video98,0.888,Information Share,Highly Positive
video54,0.5,Game Experience,Neutral
video114,0.75,Game Plot,Positive
video44,0.65,Social Interaction,Positive
video48,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.25,Game Experience,Negative
video82,0.5,Audience Reaction,Neutral
video117,0.925,Audience Reaction,Highly Positive
video82,0.85,Game Design,Highly Positive
video82,0.5,Social Interaction,Neutral
video2,0.25,Audience Reaction,Negative
video60,0.5,Audience Reaction,Neutral
video70,0.75,Game Experience,Positive
video16,0.5,Social Interaction,Neutral
video54,0.5,Game Design,Neutral
video23,0.5,Audience Feedback,Neutral
video23,0.85,Information Share,Highly Positive
video82,0.5,Audience Reaction,Neutral
video42,0.75,Social Interaction,Positive
video97,0.15,Audience Reaction,Highly Negative
video121,0.5,Audience Reaction,Neutral
video47,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video75,0.75,Game Experience,Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.25,Social Interaction,Negative
video92,0.888,Information Share,Highly Positive
video82,0.5,Social Interaction,Neutral
video117,0.85,Audience Reaction,Highly Positive
video82,0.85,Game Plot,Highly Positive
video82,0.5,Game Design,Neutral
video21,0.925,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video4,0.95,Audience Reaction,Highly Positive
video82,0.2,Social Interaction,Negative
video2,0.95,Audience Anticipation,Highly Positive
video59,0.75,Audience Reaction,Positive
video3,0.925,Audience Anticipation,Highly Positive
video23,0.85,Audience Reaction,Highly Positive
video3,0.95,Social Interaction,Highly Positive
video59,0.75,Audience Reaction,Positive
video82,0.5,Audience Anticipation,Neutral
video76,0.75,Social Interaction,Positive
video55,0.95,Audience Reaction,Highly Positive
video53,0.55,Audience Feedback,Neutral
video39,0.5,Social Interaction,Neutral
video51,0.75,Audience Reaction,Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.85,Game Plot,Highly Positive
video20,0.5,Audience Reaction,Neutral
video66,0.925,Audience Reaction,Highly Positive
video3,0.15,Audience Feedback,Highly Negative
video58,0.85,Audience Reaction,Highly Positive
video111,0.75,Audience Anticipation,Positive
video82,0.5,Game Design,Neutral
video82,0.65,Audience Reaction,Positive
video106,0.5,Audience Anticipation,Neutral
video82,0.5,Game Design,Neutral
video1,0.925,Audience Reaction,Highly Positive
video54,0.25,Audience Reaction,Negative
video47,0.85,Audience Reaction,Highly Positive
video19,0.31,Social Interaction,Negative
video25,0.5,Audience Feedback,Neutral
video117,0.85,Audience Reaction,Highly Positive
video71,0.75,Social Interaction,Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.25,Audience Reaction,Negative
video3,0.85,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video59,0.5,Audience Anticipation,Neutral
video4,0.5,Game Plot,Neutral
video100,0.5,Social Interaction,Neutral
video38,0.5,Audience Anticipation,Neutral
video2,0.654,Audience Reaction,Positive
video82,0.25,Audience Feedback,Negative
video38,0.0,Social Interaction,Highly Negative
video58,0.15,Audience Reaction,Highly Negative
video82,0.75,Game Design,Positive
video111,0.25,Audience Reaction,Negative
video85,0.5,Audience Reaction,Neutral
video91,0.5,Social Interaction,Neutral
video2,0.85,Social Interaction,Highly Positive
video82,0.85,Game Plot,Highly Positive
video59,0.5,Social Interaction,Neutral
video111,0.35,Audience Reaction,Negative
video3,0.5,Social Interaction,Neutral
video67,0.652,Audience Reaction,Positive
video3,0.5,Audience Reaction,Neutral
video55,0.75,Audience Reaction,Positive
video82,0.456,Audience Reaction,Neutral
video1,0.95,Audience Feedback,Highly Positive
video82,0.5,Game Experience,Neutral
video24,0.25,Audience Feedback,Negative
video3,0.5,Social Interaction,Neutral
video119,0.0,Audience Reaction,Highly Negative
video48,0.5,Game Design,Neutral
video117,0.85,Audience Reaction,Highly Positive
video106,0.55,Social Interaction,Neutral
video92,0.35,Game Plot,Negative
video62,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video60,0.35,Game Experience,Negative
video73,0.45,Audience Reaction,Neutral
video82,0.75,Audience Anticipation,Positive
video4,0.925,Game Design,Highly Positive
video82,0.25,Audience Reaction,Negative
video82,0.5,Game Plot,Neutral
video3,0.5,Social Interaction,Neutral
video2,0.357,Audience Feedback,Negative
video82,0.25,Audience Reaction,Negative
video106,0.25,Audience Feedback,Negative
video4,0.5,Game Design,Neutral
video2,0.925,Audience Reaction,Highly Positive
video48,0.925,Game Experience,Highly Positive
video82,0.25,Audience Reaction,Negative
video52,0.5,Game Design,Neutral
video59,0.925,Game Design,Highly Positive
video55,0.5,Game Design,Neutral
video82,0.654,Game Plot,Positive
video82,0.5,Game Plot,Neutral
video106,0.85,Game Plot,Highly Positive
video82,0.5,Game Experience,Neutral
video50,0.85,Game Design,Highly Positive
video80,0.925,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video8,0.25,Audience Reaction,Negative
video3,0.5,Game Plot,Neutral
video82,0.652,Audience Anticipation,Positive
video106,0.15,Social Interaction,Highly Negative
video91,0.85,Audience Reaction,Highly Positive
video20,0.925,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video2,0.5,Social Interaction,Neutral
video23,0.5,Game Plot,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video48,0.5,Game Design,Neutral
video82,0.5,Audience Anticipation,Neutral
video3,0.925,Audience Reaction,Highly Positive
video82,0.925,Game Design,Highly Positive
video66,0.455,Game Design,Neutral
video5,0.45,Social Interaction,Neutral
video82,0.5,Game Requirement,Neutral
video81,0.5,Audience Reaction,Neutral
video82,0.65,Audience Reaction,Positive
video45,0.75,Audience Reaction,Positive
video19,0.925,Game Design,Highly Positive
video59,0.925,Game Plot,Highly Positive
video3,0.5,Audience Anticipation,Neutral
video16,0.5,Audience Reaction,Neutral
video117,0.95,Audience Reaction,Highly Positive
video3,0.5,Social Interaction,Neutral
video80,0.25,Game Experience,Negative
video119,0.5,Social Interaction,Neutral
video82,0.35,Game Plot,Negative
video3,0.5,Information Share,Neutral
video82,0.35,Audience Reaction,Negative
video3,0.85,Game Design,Highly Positive
video50,0.95,Audience Reaction,Highly Positive
video2,0.75,Audience Anticipation,Positive
video82,0.5,Audience Anticipation,Neutral
video37,0.85,Social Interaction,Highly Positive
video47,0.75,Audience Reaction,Positive
video61,0.5,Game Plot,Neutral
video45,0.5,Game Design,Neutral
video82,0.65,Game Experience,Positive
video3,1.0,Audience Reaction,Highly Positive
video114,0.65,Audience Reaction,Positive
video2,0.925,Audience Reaction,Highly Positive
video3,0.65,Audience Reaction,Positive
video82,0.5,Game Design,Neutral
video60,0.5,Game Experience,Neutral
video82,0.5,Audience Reaction,Neutral
video75,0.85,Social Interaction,Highly Positive
video82,0.5,Game Experience,Neutral
video53,0.654,Audience Feedback,Positive
video82,0.25,Audience Reaction,Negative
video50,0.35,Game Requirement,Negative
video8,0.5,Information Share,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.25,Audience Feedback,Negative
video55,0.85,Game Design,Highly Positive
video85,0.654,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video19,0.923,Game Experience,Highly Positive
video3,0.0,Progress and Updates,Highly Negative
video4,0.75,Audience Reaction,Positive
video5,0.35,Audience Reaction,Negative
video5,0.925,Game Design,Highly Positive
video2,0.995,Audience Anticipation,Highly Positive
video3,0.5,Social Interaction,Neutral
video60,0.35,Game Experience,Negative
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video50,0.5,Social Interaction,Neutral
video82,0.25,Audience Feedback,Negative
video104,0.65,Game Plot,Positive
video62,1.0,Audience Reaction,Highly Positive
video82,0.75,Audience Reaction,Positive
video2,0.35,Social Interaction,Negative
video10,0.95,Social Interaction,Highly Positive
video45,0.75,Social Interaction,Positive
video53,0.25,Audience Feedback,Negative
video3,0.75,Audience Reaction,Positive
video24,0.15,Audience Reaction,Highly Negative
video10,0.925,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video4,0.925,Game Plot,Highly Positive
video3,0.15,Audience Reaction,Highly Negative
video44,0.5,Social Interaction,Neutral
video2,0.15,Audience Anticipation,Highly Negative
video82,0.5,Audience Anticipation,Neutral
video70,0.5,Game Experience,Neutral
video5,0.925,Game Plot,Highly Positive
video2,0.5,Audience Reaction,Neutral
video112,0.35,Game Experience,Negative
video82,0.75,Game Design,Positive
video82,0.75,Audience Reaction,Positive
video82,0.75,Audience Reaction,Positive
video8,0.925,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video47,0.75,Game Design,Positive
video54,0.65,Audience Feedback,Positive
video3,0.85,Social Interaction,Highly Positive
video3,0.75,Information Share,Positive
video96,0.85,Audience Reaction,Highly Positive
video16,0.5,Game Design,Neutral
video82,0.65,Audience Feedback,Positive
video4,0.5,Information Share,Neutral
video53,0.15,Game Experience,Highly Negative
video55,0.65,Audience Reaction,Positive
video55,0.925,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video80,0.5,Information Share,Neutral
video82,0.25,Audience Reaction,Negative
video44,0.75,Social Interaction,Positive
video2,0.75,Audience Reaction,Positive
video91,0.55,Audience Reaction,Neutral
video82,0.5,Audience Reaction,Neutral
video4,0.85,Game Design,Highly Positive
video92,0.925,Audience Reaction,Highly Positive
video82,0.75,Audience Reaction,Positive
video54,0.75,Game Experience,Positive
video54,0.925,Game Design,Highly Positive
video50,0.25,Audience Feedback,Negative
video4,0.85,Game Plot,Highly Positive
video82,0.45,Audience Anticipation,Neutral
video47,0.85,Audience Reaction,Highly Positive
video47,0.0,Audience Feedback,Highly Negative
video82,0.65,Social Interaction,Positive
video84,0.5,Social Interaction,Neutral
video1,0.25,Social Interaction,Negative
video60,0.65,Game Experience,Positive
video82,0.5,Audience Anticipation,Neutral
video2,0.75,Game Design,Positive
video10,0.85,Audience Reaction,Highly Positive
video97,0.5,Social Interaction,Neutral
video4,0.75,Social Interaction,Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video67,0.5,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video4,0.35,Game Plot,Negative
video16,0.5,Information Share,Neutral
video51,0.85,Social Interaction,Highly Positive
video2,0.25,Audience Reaction,Negative
video82,0.5,Audience Anticipation,Neutral
video82,0.25,Audience Feedback,Negative
video89,0.0,Social Interaction,Highly Negative
video3,0.85,Audience Reaction,Highly Positive
video3,0.85,Audience Reaction,Highly Positive
video82,0.75,Audience Reaction,Positive
video82,0.85,Audience Reaction,Highly Positive
video82,0.75,Audience Reaction,Positive
video82,0.85,Game Plot,Highly Positive
video100,0.85,Information Share,Highly Positive
video7,0.5,Audience Reaction,Neutral
video82,0.25,Social Interaction,Negative
video50,0.85,Social Interaction,Highly Positive
video80,0.925,Social Interaction,Highly Positive
video111,0.25,Audience Anticipation,Negative
video48,0.85,Audience Anticipation,Highly Positive
video24,0.15,Audience Feedback,Highly Negative
video82,0.5,Audience Anticipation,Neutral
video48,0.35,Game Design,Negative
video1,0.453,Audience Feedback,Neutral
video44,0.925,Game Design,Highly Positive
video53,0.25,Audience Feedback,Negative
video117,0.925,Social Interaction,Highly Positive
video53,0.25,Audience Feedback,Negative
video102,0.0,Audience Reaction,Highly Negative
video87,0.35,Audience Reaction,Negative
video59,0.85,Game Plot,Highly Positive
video82,0.15,Social Interaction,Highly Negative
video117,0.5,Social Interaction,Neutral
video42,0.95,Audience Reaction,Highly Positive
video83,0.5,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video4,0.65,Social Interaction,Positive
video4,0.925,Social Interaction,Highly Positive
video5,0.5,Information Share,Neutral
video82,0.5,Social Interaction,Neutral
video8,0.654,Social Interaction,Positive
video82,0.85,Social Interaction,Highly Positive
video82,0.5,Game Plot,Neutral
video60,0.456,Game Experience,Neutral
video82,0.5,Game Plot,Neutral
video13,0.5,Game Design,Neutral
video82,0.45,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video53,0.5,Game Design,Neutral
video51,0.652,Social Interaction,Positive
video4,0.5,Game Design,Neutral
video47,0.5,Game Experience,Neutral
video61,0.75,Audience Reaction,Positive
video48,0.75,Social Interaction,Positive
video37,0.5,Game Design,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.5,Audience Reaction,Neutral
video47,0.35,Game Experience,Negative
video3,0.5,Game Design,Neutral
video48,0.75,Audience Reaction,Positive
video41,0.5,Social Interaction,Neutral
video44,0.95,Social Interaction,Highly Positive
video23,0.5,Information Share,Neutral
video114,0.75,Game Plot,Positive
video80,0.85,Audience Anticipation,Highly Positive
video82,0.75,Social Interaction,Positive
video82,0.85,Social Interaction,Highly Positive
video23,0.5,Social Interaction,Neutral
video3,0.95,Audience Reaction,Highly Positive
video82,0.5,Game Plot,Neutral
video43,0.65,Game Requirement,Positive
video3,0.65,Game Design,Positive
video82,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Game Plot,Neutral
video82,0.5,Audience Anticipation,Neutral
video4,0.85,Audience Anticipation,Highly Positive
video82,0.0,Social Interaction,Highly Negative
video4,0.5,Game Plot,Neutral
video48,0.45,Game Experience,Neutral
video3,0.9,Audience Reaction,Highly Positive
video4,0.75,Audience Reaction,Positive
video8,0.5,Game Design,Neutral
video53,0.65,Game Experience,Positive
video82,0.75,Game Design,Positive
video92,0.85,Audience Reaction,Highly Positive
video75,0.75,Social Interaction,Positive
video51,0.65,Game Plot,Positive
video82,0.75,Game Design,Positive
video53,0.35,Audience Reaction,Negative
video67,0.75,Game Plot,Positive
video82,0.25,Audience Reaction,Negative
video114,0.75,Game Experience,Positive
video4,0.5,Audience Reaction,Neutral
video92,0.925,Audience Reaction,Highly Positive
video61,0.75,Game Design,Positive
video82,0.5,Social Interaction,Neutral
video80,0.35,Audience Feedback,Negative
video47,0.85,Game Design,Highly Positive
video4,0.75,Social Interaction,Positive
video82,0.25,Game Experience,Negative
video10,0.5,Game Design,Neutral
video23,0.5,Game Design,Neutral
video67,0.75,Audience Reaction,Positive
video3,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video8,0.85,Social Interaction,Highly Positive
video82,0.5,Game Design,Neutral
video117,0.85,Social Interaction,Highly Positive
video106,0.0,Audience Reaction,Highly Negative
video121,0.95,Audience Reaction,Highly Positive
video97,0.65,Game Plot,Positive
video42,0.5,Game Requirement,Neutral
video82,0.25,Audience Reaction,Negative
video55,0.45,Game Plot,Neutral
video67,1.0,Social Interaction,Highly Positive
video82,0.75,Audience Reaction,Positive
video3,0.925,Audience Reaction,Highly Positive
video62,0.75,Game Design,Positive
video82,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video59,0.85,Game Design,Highly Positive
video92,0.45,Social Interaction,Neutral
video111,0.25,Audience Feedback,Negative
video83,0.85,Audience Reaction,Highly Positive
video24,0.15,Audience Feedback,Highly Negative
video2,0.5,Information Share,Neutral
video82,0.25,Social Interaction,Negative
video111,0.85,Audience Feedback,Highly Positive
video75,0.65,Audience Reaction,Positive
video87,0.15,Social Interaction,Highly Negative
video82,0.45,Social Interaction,Neutral
video82,0.85,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video3,0.75,Social Interaction,Positive
video59,0.85,Social Interaction,Highly Positive
video55,0.95,Social Interaction,Highly Positive
video8,0.95,Audience Reaction,Highly Positive
video59,0.985,Game Plot,Highly Positive
video82,0.75,Social Interaction,Positive
video18,0.5,Game Design,Neutral
video82,0.5,Social Interaction,Neutral
video117,0.95,Audience Reaction,Highly Positive
video2,0.5,Social Interaction,Neutral
video75,0.925,Audience Reaction,Highly Positive
video59,0.456,Social Interaction,Neutral
video3,0.85,Game Design,Highly Positive
video82,0.5,Social Interaction,Neutral
video23,0.451,Social Interaction,Neutral
video82,0.5,Game Plot,Neutral
video82,0.5,Audience Reaction,Neutral
video3,0.55,Audience Reaction,Neutral
video106,0.85,Audience Reaction,Highly Positive
video82,0.95,Game Plot,Highly Positive
video62,0.985,Audience Reaction,Highly Positive
video16,0.5,Audience Reaction,Neutral
video82,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video20,0.35,Audience Feedback,Negative
video82,0.75,Social Interaction,Positive
video3,0.925,Social Interaction,Highly Positive
video82,0.25,Audience Feedback,Negative
video64,0.5,Social Interaction,Neutral
video4,0.85,Game Plot,Highly Positive
video3,0.25,Social Interaction,Negative
video47,0.5,Audience Reaction,Neutral
video85,0.357,Audience Reaction,Negative
video51,0.85,Game Plot,Highly Positive
video46,0.95,Game Design,Highly Positive
video59,0.5,Social Interaction,Neutral
video2,0.5,Game Experience,Neutral
