video,Sentiment Score,C-Label,IP,S-Label
video89,0.5,Social Interaction,Guizhou,Neutral
video28,0.925,Game Plot,Guangdong,Highly Positive
video6,0.5,Audience Reaction,Guangdong,Neutral
video86,0.75,Audience Reaction,Jiangsu,Positive
video80,0.5,Social Interaction,Shanxi,Neutral
video80,0.925,Social Interaction,Anhui,Highly Positive
video79,0.456,Game Experience,Chongqing,Neutral
video1,0.85,Social Interaction,Guangxi,Highly Positive
video75,0.95,Social Interaction,Guangxi,Highly Positive
video6,0.5,Social Interaction,Anhui,Neutral
video50,0.357,Game Plot,Hebei,Negative
video80,0.5,Audience Reaction,Liaoning,Neutral
video6,0.95,Social Interaction,Shanxi,Highly Positive
video56,0.85,Game Plot,Yunnan,Highly Positive
video3,0.85,Game Experience,Zhejiang,Highly Positive
video80,0.95,Social Interaction,Inner Mongolia,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video64,0.45,Audience Reaction,Guizhou,Neutral
video13,0.25,Audience Reaction,Hubei,Negative
video50,0.85,Game Plot,Heilongjiang,Highly Positive
video55,0.75,Game Experience,Sichuan,Positive
video75,0.0,Audience Reaction,Jiangsu,Highly Negative
video62,0.95,Social Interaction,Guizhou,Highly Positive
video50,0.85,Audience Reaction,Guangdong,Highly Positive
video55,0.5,Social Interaction,Shanxi,Neutral
video88,0.75,Game Design,Hong Kong,Positive
video56,0.45,Audience Reaction,Guangdong,Neutral
video59,0.753,Audience Feedback,Unknown,Positive
video88,0.925,Game Experience,Shandong,Highly Positive
video55,0.75,Audience Reaction,Guangdong,Positive
video6,0.5,Social Interaction,Hubei,Neutral
video1,0.85,Game Plot,Shanghai,Highly Positive
video88,0.95,Audience Feedback,Heilongjiang,Highly Positive
video50,0.35,Game Plot,Chongqing,Negative
video82,0.5,Game Requirement,Qinghai,Neutral
video11,0.985,Audience Reaction,Shaanxi,Highly Positive
video80,0.85,Audience Reaction,Hunan,Highly Positive
video6,0.5,Social Interaction,Shandong,Neutral
video80,0.55,Social Interaction,Sichuan,Neutral
video64,0.235,Audience Feedback,Anhui,Negative
video81,0.5,Social Interaction,Gansu,Neutral
video6,0.15,Game Experience,Hebei,Highly Negative
video56,0.5,Social Interaction,Shaanxi,Neutral
video14,0.5,Social Interaction,Zhejiang,Neutral
video59,0.925,Social Interaction,Zhejiang,Highly Positive
video1,0.85,Game Plot,Shandong,Highly Positive
video50,0.5,Social Interaction,Unknown,Neutral
video50,0.352,Game Plot,Hainan,Negative
video75,0.75,Social Interaction,Heilongjiang,Positive
video41,0.875,Audience Reaction,Inner Mongolia,Highly Positive
video55,0.75,Social Interaction,Hunan,Positive
video84,0.75,Audience Reaction,Zhejiang,Positive
video75,0.5,Audience Reaction,Shanxi,Neutral
video50,0.852,Audience Reaction,Hainan,Highly Positive
video60,0.75,Audience Anticipation,Zhejiang,Positive
video50,0.15,Social Interaction,Hebei,Highly Negative
video15,0.5,Social Interaction,Shandong,Neutral
video41,0.5,Social Interaction,Shandong,Neutral
video11,0.5,Social Interaction,Jiangsu,Neutral
video56,0.925,Social Interaction,Jiangsu,Highly Positive
video6,0.15,Audience Reaction,Jiangxi,Highly Negative
video59,0.65,Game Plot,Guangdong,Positive
video50,0.254,Game Plot,Jiangsu,Negative
video7,0.25,Audience Reaction,Fujian,Negative
video55,0.85,Audience Reaction,Jiangsu,Highly Positive
video48,0.75,Game Design,Zhejiang,Positive
video80,0.9,Social Interaction,Guangdong,Highly Positive
video59,0.5,Game Experience,Guangdong,Neutral
video59,0.75,Social Interaction,Zhejiang,Positive
video76,0.85,Audience Reaction,Henan,Highly Positive
video88,0.95,Game Design,Hebei,Highly Positive
video46,0.75,Game Experience,Guangxi,Positive
video46,0.75,Audience Reaction,Hebei,Positive
video67,0.925,Game Plot,Hebei,Highly Positive
video17,0.5,Social Interaction,Guizhou,Neutral
video44,0.923,Game Plot,Liaoning,Highly Positive
video80,0.5,Social Interaction,Shandong,Neutral
video47,0.153,Social Interaction,Henan,Highly Negative
video58,0.5,Game Experience,Guangdong,Neutral
video27,1.0,Audience Feedback,Jiangsu,Highly Positive
video3,0.45,Social Interaction,Guangdong,Neutral
video56,0.5,Audience Reaction,Xinjiang,Neutral
video6,0.95,Audience Reaction,Hunan,Highly Positive
video6,0.357,Game Experience,Inner Mongolia,Negative
video59,0.35,Game Plot,Henan,Negative
video82,0.5,Social Interaction,Shandong,Neutral
video3,0.5,Audience Reaction,Anhui,Neutral
video55,0.95,Social Interaction,Jiangsu,Highly Positive
video20,0.5,Audience Reaction,Guangdong,Neutral
video54,0.456,Audience Reaction,Shanghai,Neutral
video11,0.45,Social Interaction,Beijing,Neutral
video59,0.25,Game Plot,Hunan,Negative
video80,0.85,Social Interaction,Shandong,Highly Positive
video14,0.852,Game Experience,Unknown,Highly Positive
video17,0.925,Game Design,Beijing,Highly Positive
video1,0.412,Social Interaction,Henan,Neutral
video6,0.357,Game Experience,Sichuan,Negative
video6,0.5,Social Interaction,Jiangxi,Neutral
video54,0.5,Social Interaction,Shandong,Neutral
video89,0.85,Social Interaction,Henan,Highly Positive
video46,0.85,Game Plot,Shanxi,Highly Positive
video3,0.5,Social Interaction,Guangdong,Neutral
video82,0.85,Audience Reaction,Liaoning,Highly Positive
video80,0.75,Social Interaction,Shandong,Positive
video79,0.5,Game Requirement,Shandong,Neutral
video48,0.925,Game Experience,Guangdong,Highly Positive
video89,0.85,Game Experience,Shaanxi,Highly Positive
video6,0.412,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Shaanxi,Neutral
video88,0.25,Game Experience,Guangdong,Negative
video3,0.25,Game Experience,Zhejiang,Negative
video27,0.25,Audience Feedback,Shanghai,Negative
video11,0.65,Audience Reaction,Jiangsu,Positive
video79,0.925,Game Plot,Guangxi,Highly Positive
video44,0.5,Social Interaction,Henan,Neutral
video80,0.85,Social Interaction,Fujian,Highly Positive
video11,0.456,Game Experience,Zhejiang,Neutral
video6,0.25,Social Interaction,Sichuan,Negative
video6,0.5,Social Interaction,Jiangxi,Neutral
video20,0.75,Game Design,Henan,Positive
video80,0.925,Social Interaction,Guangdong,Highly Positive
video67,0.25,Game Experience,Shaanxi,Negative
video59,0.65,Game Experience,Tianjin,Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video40,0.25,Game Plot,Liaoning,Negative
video50,0.654,Game Plot,Jiangsu,Positive
video2,0.5,Audience Reaction,Zhejiang,Neutral
video6,0.85,Social Interaction,Guangdong,Highly Positive
video60,0.75,Audience Reaction,Fujian,Positive
video85,0.925,Game Experience,Liaoning,Highly Positive
video83,0.75,Audience Reaction,Guangdong,Positive
video28,0.85,Audience Anticipation,Sichuan,Highly Positive
video50,0.75,Social Interaction,Zhejiang,Positive
video80,0.5,Social Interaction,Guangdong,Neutral
video11,0.456,Social Interaction,Xinjiang,Neutral
video36,0.25,Audience Feedback,Zhejiang,Negative
video3,0.95,Audience Reaction,Guangdong,Highly Positive
video80,0.451,Social Interaction,Inner Mongolia,Neutral
video81,0.5,Social Interaction,Zhejiang,Neutral
video15,0.5,Social Interaction,Hunan,Neutral
video47,0.5,Social Interaction,Sichuan,Neutral
video38,0.5,Social Interaction,Jiangsu,Neutral
video57,0.5,Social Interaction,Guangdong,Neutral
video6,0.95,Audience Reaction,Guangdong,Highly Positive
video6,0.95,Social Interaction,Chongqing,Highly Positive
video47,0.95,Audience Reaction,Inner Mongolia,Highly Positive
video58,0.85,Social Interaction,Guangdong,Highly Positive
video80,0.5,Social Interaction,Anhui,Neutral
video6,0.5,Social Interaction,Jiangxi,Neutral
video48,0.15,Audience Reaction,Beijing,Highly Negative
video11,0.95,Game Design,Sichuan,Highly Positive
video26,0.65,Social Interaction,Liaoning,Positive
video6,0.45,Social Interaction,Guangdong,Neutral
video42,0.45,Social Interaction,Chongqing,Neutral
video14,0.95,Audience Reaction,Chongqing,Highly Positive
video59,0.958,Audience Anticipation,Henan,Highly Positive
video46,0.5,Social Interaction,Sichuan,Neutral
video28,0.5,Game Requirement,Sichuan,Neutral
video28,0.85,Social Interaction,Sichuan,Highly Positive
video56,0.25,Audience Reaction,Henan,Negative
video82,0.652,Game Experience,Shandong,Positive
video1,0.999,Social Interaction,Sichuan,Highly Positive
video80,0.5,Social Interaction,Inner Mongolia,Neutral
video89,0.85,Game Experience,Jiangsu,Highly Positive
video6,0.5,Social Interaction,Shaanxi,Neutral
video6,0.5,Social Interaction,Sichuan,Neutral
video50,0.85,Game Plot,Beijing,Highly Positive
video80,0.925,Audience Reaction,Guangdong,Highly Positive
video52,0.357,Audience Reaction,Guangdong,Negative
video26,0.456,Game Experience,Jiangsu,Neutral
video80,0.85,Audience Reaction,Shandong,Highly Positive
video57,0.75,Game Design,Jiangsu,Positive
video6,0.5,Social Interaction,Liaoning,Neutral
video6,0.5,Social Interaction,Hubei,Neutral
video76,0.65,Game Experience,Guangdong,Positive
video15,0.456,Game Plot,Hubei,Neutral
video6,0.5,Social Interaction,Ningxia,Neutral
video14,0.75,Social Interaction,Zhejiang,Positive
video64,0.75,Progress and Updates,Henan,Positive
video46,0.75,Social Interaction,Hubei,Positive
video79,0.95,Social Interaction,Shanxi,Highly Positive
video6,0.5,Social Interaction,Shandong,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video14,0.95,Audience Reaction,Henan,Highly Positive
video50,0.95,Audience Reaction,Henan,Highly Positive
video80,0.75,Audience Reaction,Hubei,Positive
video80,0.75,Game Design,Shandong,Positive
video80,0.75,Game Experience,Zhejiang,Positive
video80,0.5,Social Interaction,Anhui,Neutral
video50,0.925,Social Interaction,Jiangsu,Highly Positive
video76,0.5,Game Plot,Guangdong,Neutral
video15,0.75,Social Interaction,Shandong,Positive
video76,0.85,Game Experience,Hebei,Highly Positive
video6,0.75,Information Share,Henan,Positive
video46,0.75,Game Design,Liaoning,Positive
video6,0.5,Social Interaction,Zhejiang,Neutral
video52,0.25,Audience Feedback,Guangdong,Negative
video80,0.85,Social Interaction,Jiangsu,Highly Positive
video47,0.925,Game Plot,Tibet,Highly Positive
video88,0.75,Game Experience,Liaoning,Positive
video6,0.85,Audience Reaction,Fujian,Highly Positive
video48,0.456,Game Plot,Liaoning,Neutral
video62,0.456,Game Plot,Sichuan,Neutral
video83,0.85,Social Interaction,Liaoning,Highly Positive
video14,0.75,Audience Reaction,Henan,Positive
video14,0.25,Social Interaction,Xinjiang,Negative
video78,0.75,Game Experience,Jiangsu,Positive
video27,0.785,Audience Reaction,Guangdong,Positive
video59,0.95,Audience Reaction,Sichuan,Highly Positive
video86,0.85,Game Design,Hubei,Highly Positive
video6,0.5,Social Interaction,Jilin,Neutral
video6,0.5,Social Interaction,Jiangsu,Neutral
video6,0.5,Social Interaction,Heilongjiang,Neutral
video67,0.875,Game Plot,Hebei,Highly Positive
video6,0.15,Social Interaction,Chongqing,Highly Negative
video59,0.789,Game Plot,Anhui,Positive
video59,0.5,Social Interaction,Shanxi,Neutral
video59,0.5,Social Interaction,Sichuan,Neutral
video70,0.95,Audience Reaction,Heilongjiang,Highly Positive
video6,0.95,Social Interaction,Hubei,Highly Positive
video6,0.5,Social Interaction,Jilin,Neutral
video14,0.95,Audience Reaction,Beijing,Highly Positive
video46,0.85,Audience Reaction,Jiangsu,Highly Positive
video6,0.45,Social Interaction,Xinjiang,Neutral
video17,0.95,Audience Reaction,Sichuan,Highly Positive
video11,0.95,Audience Reaction,Sichuan,Highly Positive
video11,0.456,Audience Reaction,Guangdong,Neutral
video6,0.95,Audience Reaction,Shaanxi,Highly Positive
video50,0.825,Game Plot,Shaanxi,Highly Positive
video17,0.75,Game Plot,Beijing,Positive
video81,0.25,Game Experience,Fujian,Negative
video56,0.75,Audience Reaction,Beijing,Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video52,0.75,Audience Reaction,Guangdong,Positive
video50,0.6,Audience Reaction,Zhejiang,Positive
video82,0.65,Game Experience,Sichuan,Positive
video56,0.75,Social Interaction,Fujian,Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video28,0.75,Progress and Updates,Zhejiang,Positive
video80,0.5,Social Interaction,Guangdong,Neutral
video60,0.95,Social Interaction,Guangxi,Highly Positive
video50,0.65,Social Interaction,Gansu,Positive
video42,0.45,Audience Reaction,Guangdong,Neutral
video80,0.5,Social Interaction,Unknown,Neutral
video50,0.925,Progress and Updates,Jiangxi,Highly Positive
video52,0.852,Audience Reaction,Guangdong,Highly Positive
video80,0.985,Audience Reaction,Anhui,Highly Positive
video56,0.85,Audience Reaction,Zhejiang,Highly Positive
video80,0.925,Audience Anticipation,Chongqing,Highly Positive
video67,0.852,Game Plot,Guangdong,Highly Positive
video6,0.5,Social Interaction,Jiangxi,Neutral
video50,0.652,Game Plot,Hunan,Positive
video28,0.5,Social Interaction,Henan,Neutral
video40,0.925,Game Design,Inner Mongolia,Highly Positive
video59,0.875,Audience Anticipation,Hunan,Highly Positive
video80,0.75,Social Interaction,Yunnan,Positive
video54,0.75,Game Plot,Guangdong,Positive
video1,0.5,Information Share,Beijing,Neutral
video50,0.5,Game Plot,Henan,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video59,0.35,Game Plot,Jiangsu,Negative
video5,0.357,Game Experience,Xinjiang,Negative
video3,0.5,Social Interaction,Zhejiang,Neutral
video80,0.85,Audience Reaction,Guangxi,Highly Positive
video56,0.85,Game Plot,Beijing,Highly Positive
video6,0.75,Game Design,Shanghai,Positive
video1,0.5,Social Interaction,Liaoning,Neutral
video80,0.985,Audience Reaction,Anhui,Highly Positive
video89,0.5,Social Interaction,Tianjin,Neutral
video1,0.75,Audience Reaction,Liaoning,Positive
video50,0.85,Social Interaction,Hunan,Highly Positive
video42,0.85,Game Design,Shandong,Highly Positive
video26,0.5,Social Interaction,Zhejiang,Neutral
video86,0.35,Audience Reaction,Henan,Negative
video14,0.5,Social Interaction,Guangdong,Neutral
video82,0.357,Game Experience,Sichuan,Negative
video50,0.5,Social Interaction,Jiangsu,Neutral
video75,0.65,Game Plot,Jiangsu,Positive
video76,0.3,Social Interaction,Guangdong,Negative
video50,0.5,Audience Reaction,Shandong,Neutral
video50,0.925,Audience Reaction,Zhejiang,Highly Positive
video82,0.789,Audience Feedback,Xinjiang,Positive
video56,0.2,Progress and Updates,Guangdong,Negative
video56,0.925,Audience Anticipation,Chongqing,Highly Positive
video59,0.45,Social Interaction,Shandong,Neutral
video16,0.65,Game Design,Xinjiang,Positive
video83,0.85,Game Experience,Shandong,Highly Positive
video14,0.5,Social Interaction,Guangdong,Neutral
video80,0.75,Audience Reaction,Heilongjiang,Positive
video67,0.5,Social Interaction,Shandong,Neutral
video6,0.45,Audience Reaction,Hunan,Neutral
video80,0.5,Social Interaction,Jiangsu,Neutral
video60,0.789,Game Plot,Henan,Positive
video25,0.35,Game Experience,Jiangsu,Negative
video59,0.25,Game Plot,Shandong,Negative
video11,0.75,Audience Anticipation,Jiangsu,Positive
video80,0.85,Audience Reaction,Hunan,Highly Positive
video50,0.75,Game Plot,Yunnan,Positive
video6,0.35,Game Experience,Hubei,Negative
video62,0.85,Game Design,Shanxi,Highly Positive
video1,0.456,Game Plot,Beijing,Neutral
video74,0.75,Social Interaction,Hubei,Positive
video48,0.925,Game Plot,Guangdong,Highly Positive
video40,0.5,Social Interaction,Fujian,Neutral
video14,0.35,Social Interaction,Guangdong,Negative
video6,0.5,Social Interaction,Anhui,Neutral
video6,0.5,Social Interaction,Jiangsu,Neutral
video15,0.85,Social Interaction,Chongqing,Highly Positive
video6,0.5,Social Interaction,Yunnan,Neutral
video40,0.456,Game Plot,Liaoning,Neutral
video14,0.5,Audience Reaction,Anhui,Neutral
video82,0.5,Audience Reaction,Fujian,Neutral
video67,0.925,Audience Anticipation,Hainan,Highly Positive
video80,0.15,Social Interaction,Beijing,Highly Negative
video76,0.5,Game Requirement,Hubei,Neutral
video75,0.725,Game Plot,Shanghai,Positive
video61,0.5,Social Interaction,Anhui,Neutral
video75,0.753,Game Plot,Liaoning,Positive
video47,0.925,Game Plot,Anhui,Highly Positive
video3,0.852,Game Experience,Jiangsu,Highly Positive
video28,0.925,Information Share,Shaanxi,Highly Positive
video59,0.925,Audience Feedback,Jiangsu,Highly Positive
video80,0.5,Social Interaction,Jiangsu,Neutral
video14,0.45,Audience Reaction,Zhejiang,Neutral
video14,0.456,Audience Reaction,Shanxi,Neutral
video48,0.45,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Shanghai,Neutral
video40,0.85,Social Interaction,Jiangxi,Highly Positive
video60,0.357,Game Design,Inner Mongolia,Negative
video60,0.652,Game Plot,Hebei,Positive
video56,0.75,Audience Reaction,Shaanxi,Positive
video6,0.15,Audience Reaction,Guangdong,Highly Negative
video59,0.5,Game Experience,Jilin,Neutral
video60,0.6,Social Interaction,Yunnan,Positive
video56,0.5,Social Interaction,Jiangsu,Neutral
video47,0.85,Audience Reaction,Guangdong,Highly Positive
video52,0.85,Audience Anticipation,Jilin,Highly Positive
video3,0.5,Information Share,Henan,Neutral
video80,0.95,Social Interaction,Shanxi,Highly Positive
video59,0.85,Social Interaction,Jiangxi,Highly Positive
video49,0.9,Audience Reaction,Hunan,Highly Positive
video65,0.65,Game Experience,Ningxia,Positive
video46,0.852,Game Plot,Chongqing,Highly Positive
video3,0.45,Game Experience,Jiangsu,Neutral
video56,0.5,Social Interaction,Zhejiang,Neutral
video6,0.35,Social Interaction,Zhejiang,Negative
video80,0.5,Social Interaction,Anhui,Neutral
video2,0.5,Audience Reaction,Anhui,Neutral
video73,0.25,Audience Reaction,Shanghai,Negative
video14,0.85,Social Interaction,Guangdong,Highly Positive
video7,0.5,Game Design,Shanxi,Neutral
video81,0.5,Social Interaction,Hebei,Neutral
video6,0.5,Social Interaction,Heilongjiang,Neutral
video67,0.75,Game Plot,Chongqing,Positive
video50,0.75,Social Interaction,Guangdong,Positive
video82,0.5,Social Interaction,Zhejiang,Neutral
video80,0.5,Game Experience,Tianjin,Neutral
video17,0.852,Game Experience,Zhejiang,Highly Positive
video22,0.5,Social Interaction,Jiangsu,Neutral
video1,0.75,Game Plot,Anhui,Positive
video14,0.65,Audience Reaction,Zhejiang,Positive
video81,0.456,Game Experience,Chongqing,Neutral
video6,0.75,Social Interaction,Hunan,Positive
video56,0.75,Audience Reaction,Beijing,Positive
video1,0.6,Game Plot,Shanghai,Positive
video6,0.5,Social Interaction,Hubei,Neutral
video60,0.25,Game Plot,Zhejiang,Negative
video86,0.999,Social Interaction,Guizhou,Highly Positive
video6,0.45,Audience Reaction,Hebei,Neutral
video56,0.75,Audience Reaction,Guangdong,Positive
video54,0.85,Audience Reaction,Jiangsu,Highly Positive
video17,0.925,Audience Reaction,Guangdong,Highly Positive
video46,0.0,Game Design,Henan,Highly Negative
video59,0.35,Social Interaction,Shandong,Negative
video59,0.789,Social Interaction,Guangxi,Positive
video1,0.5,Social Interaction,Shandong,Neutral
video47,0.55,Audience Reaction,Inner Mongolia,Neutral
video47,0.451,Audience Reaction,Inner Mongolia,Neutral
video27,0.975,Audience Reaction,Anhui,Highly Positive
video81,0.25,Game Experience,Shanxi,Negative
video17,0.852,Audience Reaction,Guangdong,Highly Positive
video1,0.25,Audience Reaction,Anhui,Negative
video80,0.5,Social Interaction,Liaoning,Neutral
video41,0.25,Game Plot,Anhui,Negative
video50,0.85,Game Plot,Liaoning,Highly Positive
video50,0.85,Progress and Updates,Inner Mongolia,Highly Positive
video67,0.5,Social Interaction,Guangdong,Neutral
video75,0.456,Audience Reaction,Tianjin,Neutral
video14,0.95,Social Interaction,Beijing,Highly Positive
video35,0.75,Progress and Updates,Heilongjiang,Positive
video3,0.75,Game Experience,Sichuan,Positive
video56,0.235,Audience Reaction,Inner Mongolia,Negative
video28,0.925,Audience Reaction,Jiangsu,Highly Positive
video28,0.925,Game Plot,Inner Mongolia,Highly Positive
video47,0.5,Audience Reaction,Guangxi,Neutral
video80,0.5,Social Interaction,Guangdong,Neutral
video88,0.5,Social Interaction,Guangdong,Neutral
video6,0.85,Social Interaction,Henan,Highly Positive
video26,0.25,Audience Reaction,Guangdong,Negative
video48,0.85,Game Plot,Henan,Highly Positive
video56,0.95,Social Interaction,Chongqing,Highly Positive
video52,0.753,Audience Reaction,Heilongjiang,Positive
video5,0.925,Audience Reaction,Jiangxi,Highly Positive
video76,0.5,Game Requirement,Jilin,Neutral
video62,0.999,Social Interaction,Inner Mongolia,Highly Positive
video86,0.95,Audience Reaction,Guangxi,Highly Positive
video82,0.5,Social Interaction,Liaoning,Neutral
video14,0.85,Social Interaction,Liaoning,Highly Positive
video14,0.5,Social Interaction,Hubei,Neutral
video80,0.925,Audience Reaction,Zhejiang,Highly Positive
video17,0.95,Audience Reaction,Sichuan,Highly Positive
video47,0.5,Social Interaction,Beijing,Neutral
video50,0.789,Game Plot,Hunan,Positive
video27,0.456,Audience Reaction,Shanxi,Neutral
video56,0.85,Audience Reaction,Guangxi,Highly Positive
video1,0.925,Game Design,Hubei,Highly Positive
video54,0.5,Game Experience,Anhui,Neutral
video17,0.925,Game Design,Henan,Highly Positive
video76,0.5,Game Experience,Shanghai,Neutral
video80,0.456,Game Experience,Guangdong,Neutral
video6,0.5,Social Interaction,Jiangsu,Neutral
video11,0.5,Social Interaction,Chongqing,Neutral
video80,0.75,Audience Reaction,Beijing,Positive
video50,0.75,Game Experience,Anhui,Positive
video14,0.85,Game Experience,Zhejiang,Highly Positive
video59,0.75,Audience Reaction,Sichuan,Positive
video6,0.5,Social Interaction,Jiangsu,Neutral
video28,0.85,Audience Anticipation,Hebei,Highly Positive
video56,0.25,Audience Reaction,Zhejiang,Negative
video48,0.45,Social Interaction,Shanxi,Neutral
video14,0.85,Social Interaction,Yunnan,Highly Positive
video6,0.5,Social Interaction,Liaoning,Neutral
video83,0.65,Game Experience,Jiangsu,Positive
video1,0.925,Audience Anticipation,Zhejiang,Highly Positive
video41,0.85,Social Interaction,Jiangsu,Highly Positive
video48,0.2,Audience Reaction,Hebei,Negative
video26,0.25,Social Interaction,Jiangxi,Negative
video67,0.75,Audience Reaction,Shandong,Positive
video17,0.95,Audience Reaction,Guangdong,Highly Positive
video60,0.925,Audience Reaction,Hebei,Highly Positive
video80,0.25,Game Experience,Hubei,Negative
video83,0.75,Game Experience,Guangdong,Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video67,0.65,Game Plot,Guizhou,Positive
video14,0.85,Game Experience,Anhui,Highly Positive
video1,0.95,Social Interaction,Liaoning,Highly Positive
video25,0.925,Game Experience,Hunan,Highly Positive
video42,0.925,Audience Reaction,Shandong,Highly Positive
video56,0.357,Social Interaction,Zhejiang,Negative
video14,0.95,Game Design,Zhejiang,Highly Positive
video7,0.45,Audience Reaction,Shandong,Neutral
video76,0.75,Game Experience,Hubei,Positive
video68,0.451,Audience Reaction,Guizhou,Neutral
video80,0.85,Audience Reaction,Inner Mongolia,Highly Positive
video60,0.75,Game Experience,Shanxi,Positive
video56,0.999,Social Interaction,Hunan,Highly Positive
video88,0.25,Game Experience,Henan,Negative
video11,0.85,Audience Reaction,Heilongjiang,Highly Positive
video56,0.5,Audience Reaction,Jiangsu,Neutral
video2,0.15,Audience Reaction,Shandong,Highly Negative
video65,0.999,Social Interaction,Hunan,Highly Positive
video50,0.75,Audience Reaction,Guangdong,Positive
video56,0.75,Game Experience,Hebei,Positive
video62,0.5,Audience Reaction,Henan,Neutral
video47,0.5,Social Interaction,Guizhou,Neutral
video17,0.95,Game Design,Hebei,Highly Positive
video80,0.65,Social Interaction,Jiangsu,Positive
video50,0.85,Audience Reaction,Guangdong,Highly Positive
video80,0.5,Social Interaction,Sichuan,Neutral
video58,0.85,Audience Reaction,Guangdong,Highly Positive
video56,0.75,Game Plot,Hebei,Positive
video14,0.925,Social Interaction,Unknown,Highly Positive
video59,0.75,Social Interaction,Hebei,Positive
video47,0.85,Social Interaction,Tianjin,Highly Positive
video80,0.5,Social Interaction,Guangdong,Neutral
video80,0.65,Social Interaction,Anhui,Positive
video6,0.75,Audience Reaction,Unknown,Positive
video46,0.925,Game Plot,Jiangxi,Highly Positive
video26,0.25,Social Interaction,Guangdong,Negative
video50,0.852,Game Plot,Guangdong,Highly Positive
video65,0.85,Audience Anticipation,Beijing,Highly Positive
video1,0.925,Game Plot,Hebei,Highly Positive
video6,0.5,Social Interaction,Xinjiang,Neutral
video59,0.235,Game Plot,Jiangxi,Negative
video34,0.75,Social Interaction,Xinjiang,Positive
video80,0.5,Social Interaction,Jiangxi,Neutral
video82,0.35,Game Experience,Zhejiang,Negative
video6,0.85,Audience Reaction,Jilin,Highly Positive
video75,0.5,Audience Reaction,Jiangsu,Neutral
video59,0.85,Audience Reaction,Sichuan,Highly Positive
video1,0.75,Social Interaction,Chongqing,Positive
video55,0.85,Audience Reaction,Anhui,Highly Positive
video50,0.85,Audience Reaction,Liaoning,Highly Positive
video14,0.95,Audience Reaction,Liaoning,Highly Positive
video80,0.5,Social Interaction,Jilin,Neutral
video47,0.357,Game Experience,Shanghai,Negative
video14,0.5,Social Interaction,Hubei,Neutral
video6,0.45,Social Interaction,Jiangxi,Neutral
video84,0.75,Game Experience,Anhui,Positive
video80,0.925,Game Experience,Hebei,Highly Positive
video81,0.456,Game Experience,Guangdong,Neutral
video6,0.456,Game Experience,Yunnan,Neutral
video41,0.25,Social Interaction,Shanghai,Negative
video50,0.85,Social Interaction,Sichuan,Highly Positive
video5,0.925,Audience Reaction,Fujian,Highly Positive
video59,0.925,Game Plot,Zhejiang,Highly Positive
video6,0.45,Social Interaction,Ningxia,Neutral
video56,0.75,Game Plot,Guangdong,Positive
video1,0.85,Game Plot,Fujian,Highly Positive
video64,0.95,Audience Reaction,Guangdong,Highly Positive
video67,0.75,Game Requirement,Guangdong,Positive
video14,0.925,Game Experience,Zhejiang,Highly Positive
video56,0.25,Audience Reaction,Hunan,Negative
video52,0.45,Audience Reaction,Guangdong,Neutral
video46,0.75,Social Interaction,Jiangsu,Positive
video80,0.5,Social Interaction,Shanxi,Neutral
video59,0.852,Game Plot,Jiangsu,Highly Positive
video29,0.85,Social Interaction,Jiangsu,Highly Positive
video6,0.35,Social Interaction,Guangxi,Negative
video10,0.65,Game Experience,Jiangsu,Positive
video40,0.45,Social Interaction,Guangdong,Neutral
video6,0.85,Social Interaction,Shanghai,Highly Positive
video59,0.925,Social Interaction,Hebei,Highly Positive
video50,0.75,Game Design,Jiangsu,Positive
video59,0.5,Game Experience,Shandong,Neutral
video50,0.923,Game Plot,Jiangsu,Highly Positive
video59,0.654,Game Plot,Liaoning,Positive
video46,0.925,Progress and Updates,Guangdong,Highly Positive
video82,0.5,Social Interaction,Xinjiang,Neutral
video23,0.85,Game Design,Hubei,Highly Positive
video26,0.25,Social Interaction,Sichuan,Negative
video26,0.5,Game Experience,Shanghai,Neutral
video65,0.5,Game Plot,Hebei,Neutral
video9,0.35,Social Interaction,Henan,Negative
video47,0.85,Audience Reaction,Zhejiang,Highly Positive
video44,0.5,Audience Reaction,Hubei,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video56,0.5,Social Interaction,Henan,Neutral
video46,0.75,Game Plot,Liaoning,Positive
video17,0.888,Audience Reaction,Zhejiang,Highly Positive
video74,0.25,Audience Reaction,Gansu,Negative
video67,0.852,Audience Reaction,Anhui,Highly Positive
video6,0.456,Audience Reaction,Fujian,Neutral
video26,0.25,Social Interaction,Fujian,Negative
video50,0.15,Social Interaction,Fujian,Highly Negative
video6,0.95,Social Interaction,Shanghai,Highly Positive
video1,0.5,Social Interaction,Chongqing,Neutral
video82,0.95,Social Interaction,Chongqing,Highly Positive
video1,0.75,Game Plot,Guangxi,Positive
video46,0.85,Audience Reaction,Jiangsu,Highly Positive
video56,0.45,Audience Reaction,Hebei,Neutral
