video,Sentiment Score,Classification,Label
video56,0.95,Audience Reaction,Highly Positive
video82,0.85,Game Plot,Highly Positive
video16,0.65,Social Interaction,Positive
video24,0.25,Audience Feedback,Negative
video82,0.65,Game Design,Positive
video76,0.75,Audience Reaction,Positive
video2,0.75,Game Design,Positive
video47,0.75,Game Plot,Positive
video82,0.5,Game Design,Neutral
video30,0.654,Game Requirement,Positive
video24,0.85,Audience Feedback,Highly Positive
video111,0.85,Audience Reaction,Highly Positive
video82,0.5,Game Plot,Neutral
video82,0.19,Audience Anticipation,Highly Negative
video14,0.85,Audience Reaction,Highly Positive
video3,0.5,Information Share,Neutral
video106,0.25,Social Interaction,Negative
video48,0.65,Game Plot,Positive
video117,0.75,Audience Reaction,Positive
video2,0.455,Game Experience,Neutral
video59,0.5,Social Interaction,Neutral
video3,0.925,Game Experience,Highly Positive
video7,0.95,Game Design,Highly Positive
video3,0.85,Social Interaction,Highly Positive
video121,0.5,Social Interaction,Neutral
video53,0.5,Social Interaction,Neutral
video82,0.85,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video105,0.95,Social Interaction,Highly Positive
video121,0.985,Game Design,Highly Positive
video82,0.35,Audience Feedback,Negative
video82,0.652,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video106,0.456,Audience Reaction,Neutral
video23,0.925,Audience Reaction,Highly Positive
video4,0.925,Audience Anticipation,Highly Positive
video3,0.5,Information Share,Neutral
video117,0.85,Social Interaction,Highly Positive
video92,0.45,Audience Reaction,Neutral
video21,0.25,Audience Feedback,Negative
video50,0.85,Social Interaction,Highly Positive
video44,0.85,Social Interaction,Highly Positive
video117,0.95,Audience Reaction,Highly Positive
video97,0.15,Audience Reaction,Highly Negative
video117,0.95,Social Interaction,Highly Positive
video82,0.5,Game Plot,Neutral
video9,0.925,Game Design,Highly Positive
video82,0.95,Game Plot,Highly Positive
video53,0.85,Audience Anticipation,Highly Positive
video82,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video2,0.2,Audience Feedback,Negative
video4,0.85,Game Design,Highly Positive
video82,0.75,Social Interaction,Positive
video82,0.25,Game Experience,Negative
video73,0.456,Audience Reaction,Neutral
video59,0.85,Audience Feedback,Highly Positive
video2,0.75,Audience Reaction,Positive
video82,0.5,Game Design,Neutral
video82,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video121,0.5,Game Design,Neutral
video55,0.925,Game Experience,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.65,Audience Reaction,Positive
video53,0.65,Audience Feedback,Positive
video23,0.5,Audience Reaction,Neutral
video104,0.5,Game Plot,Neutral
video23,0.5,Game Design,Neutral
video84,0.25,Audience Reaction,Negative
video50,0.985,Audience Reaction,Highly Positive
video13,0.95,Audience Anticipation,Highly Positive
video82,0.45,Audience Feedback,Neutral
video92,0.5,Social Interaction,Neutral
video75,0.75,Game Design,Positive
video82,0.5,Audience Feedback,Neutral
video23,0.75,Audience Reaction,Positive
video1,0.0,Social Interaction,Highly Negative
video82,0.35,Audience Reaction,Negative
video82,0.85,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video29,0.5,Social Interaction,Neutral
video47,0.25,Audience Feedback,Negative
video82,0.5,Game Design,Neutral
video50,0.85,Game Plot,Highly Positive
video82,0.5,Social Interaction,Neutral
video9,0.75,Progress and Updates,Positive
video23,0.5,Information Share,Neutral
video85,0.5,Game Plot,Neutral
video82,0.5,Game Design,Neutral
video5,0.45,Audience Reaction,Neutral
video82,0.75,Audience Anticipation,Positive
video40,0.75,Game Plot,Positive
video8,0.25,Audience Reaction,Negative
video75,0.85,Social Interaction,Highly Positive
video86,0.5,Information Share,Neutral
video51,0.85,Game Plot,Highly Positive
video15,0.925,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video2,0.85,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video4,0.85,Audience Reaction,Highly Positive
video33,0.5,Audience Reaction,Neutral
video106,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video8,0.25,Game Experience,Negative
video71,0.75,Audience Reaction,Positive
video44,0.1,Audience Feedback,Highly Negative
video92,0.75,Audience Reaction,Positive
video106,0.35,Audience Feedback,Negative
video117,0.5,Game Experience,Neutral
video2,0.925,Audience Reaction,Highly Positive
video60,0.65,Game Experience,Positive
video104,0.5,Information Share,Neutral
video8,0.925,Audience Reaction,Highly Positive
video8,0.925,Game Experience,Highly Positive
video15,0.925,Audience Reaction,Highly Positive
video117,0.85,Game Design,Highly Positive
video82,0.25,Game Design,Negative
video3,0.75,Social Interaction,Positive
video3,0.925,Audience Reaction,Highly Positive
video16,0.25,Audience Reaction,Negative
video20,0.5,Game Design,Neutral
video54,0.75,Audience Reaction,Positive
video26,0.5,Social Interaction,Neutral
video41,0.85,Game Design,Highly Positive
video2,0.95,Information Share,Highly Positive
video9,0.75,Audience Reaction,Positive
video117,0.5,Audience Reaction,Neutral
video55,0.75,Audience Reaction,Positive
video80,0.25,Game Experience,Negative
video72,0.75,Game Design,Positive
video67,0.825,Game Plot,Highly Positive
video106,0.0,Audience Reaction,Highly Negative
video82,0.5,Audience Anticipation,Neutral
video25,0.5,Game Experience,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.45,Game Experience,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video106,0.85,Information Share,Highly Positive
video85,0.65,Game Experience,Positive
video82,0.85,Social Interaction,Highly Positive
video82,0.85,Game Plot,Highly Positive
video47,0.85,Audience Reaction,Highly Positive
video3,0.5,Social Interaction,Neutral
video33,0.85,Information Share,Highly Positive
video82,0.65,Game Plot,Positive
video121,0.85,Social Interaction,Highly Positive
video81,0.95,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video107,0.85,Progress and Updates,Highly Positive
video100,0.85,Audience Reaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video3,0.985,Social Interaction,Highly Positive
video8,0.5,Game Design,Neutral
video106,0.925,Audience Anticipation,Highly Positive
video4,0.5,Information Share,Neutral
video82,0.75,Game Plot,Positive
video82,0.5,Social Interaction,Neutral
video23,0.25,Audience Feedback,Negative
video80,0.925,Audience Reaction,Highly Positive
video47,0.35,Game Experience,Negative
video2,0.25,Audience Feedback,Negative
video121,0.925,Social Interaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video47,0.925,Audience Reaction,Highly Positive
video98,0.65,Audience Reaction,Positive
video29,0.5,Audience Anticipation,Neutral
video32,0.852,Game Design,Highly Positive
video62,0.5,Audience Reaction,Neutral
video100,0.5,Social Interaction,Neutral
video21,0.75,Social Interaction,Positive
video53,0.75,Audience Reaction,Positive
video54,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video8,0.65,Audience Reaction,Positive
video51,0.75,Information Share,Positive
video4,0.925,Audience Reaction,Highly Positive
video41,0.45,Audience Reaction,Neutral
video16,0.85,Audience Reaction,Highly Positive
video89,0.65,Progress and Updates,Positive
video82,0.5,Game Design,Neutral
video3,0.85,Audience Reaction,Highly Positive
video4,0.925,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video4,0.75,Game Design,Positive
video40,0.75,Game Plot,Positive
video16,0.85,Game Plot,Highly Positive
video82,0.5,Game Plot,Neutral
video82,0.5,Audience Anticipation,Neutral
video30,0.85,Audience Anticipation,Highly Positive
video70,0.925,Audience Reaction,Highly Positive
video82,0.85,Audience Anticipation,Highly Positive
video3,0.25,Social Interaction,Negative
video112,0.95,Social Interaction,Highly Positive
video102,0.85,Audience Anticipation,Highly Positive
video92,0.85,Game Requirement,Highly Positive
video16,0.925,Game Design,Highly Positive
video53,0.852,Audience Feedback,Highly Positive
video82,0.5,Social Interaction,Neutral
video79,0.65,Game Requirement,Positive
video36,0.85,Social Interaction,Highly Positive
video106,0.5,Information Share,Neutral
video82,0.25,Audience Reaction,Negative
video21,0.45,Game Experience,Neutral
video75,0.75,Audience Anticipation,Positive
video43,0.25,Audience Feedback,Negative
video106,0.75,Audience Reaction,Positive
video3,0.65,Game Design,Positive
video82,0.5,Audience Anticipation,Neutral
video41,0.95,Audience Reaction,Highly Positive
video8,0.5,Social Interaction,Neutral
video106,0.5,Audience Feedback,Neutral
video82,0.5,Game Design,Neutral
video82,0.5,Social Interaction,Neutral
video62,0.95,Game Design,Highly Positive
video45,0.925,Game Experience,Highly Positive
video121,1.0,Audience Reaction,Highly Positive
video20,0.75,Audience Reaction,Positive
video3,0.45,Social Interaction,Neutral
video107,0.5,Game Requirement,Neutral
video71,0.25,Audience Reaction,Negative
video24,0.25,Audience Feedback,Negative
video60,0.85,Game Plot,Highly Positive
video44,0.5,Social Interaction,Neutral
video102,0.5,Game Experience,Neutral
video85,0.25,Social Interaction,Negative
video8,0.95,Social Interaction,Highly Positive
video48,0.925,Social Interaction,Highly Positive
video97,0.65,Game Design,Positive
video59,0.75,Game Plot,Positive
video3,0.925,Audience Reaction,Highly Positive
video54,0.925,Audience Reaction,Highly Positive
video23,0.5,Audience Reaction,Neutral
video8,0.95,Audience Reaction,Highly Positive
video106,0.925,Audience Anticipation,Highly Positive
video2,0.25,Social Interaction,Negative
video82,0.5,Audience Anticipation,Neutral
video3,0.75,Audience Reaction,Positive
video4,0.95,Game Design,Highly Positive
video1,0.85,Social Interaction,Highly Positive
video14,0.85,Game Plot,Highly Positive
video53,0.25,Audience Feedback,Negative
video59,0.15,Social Interaction,Highly Negative
video33,0.925,Game Design,Highly Positive
video92,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.75,Audience Anticipation,Positive
video3,0.5,Game Design,Neutral
video3,0.95,Audience Reaction,Highly Positive
video39,0.95,Audience Reaction,Highly Positive
video72,0.235,Audience Feedback,Negative
video82,0.5,Audience Reaction,Neutral
video3,0.5,Social Interaction,Neutral
video9,0.5,Social Interaction,Neutral
video10,0.75,Game Plot,Positive
video59,0.925,Audience Reaction,Highly Positive
video62,0.85,Audience Anticipation,Highly Positive
video41,0.95,Audience Reaction,Highly Positive
video4,0.65,Game Experience,Positive
video82,0.65,Audience Reaction,Positive
video82,0.75,Audience Reaction,Positive
video3,0.5,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video3,0.888,Information Share,Highly Positive
video81,0.85,Audience Reaction,Highly Positive
video8,0.5,Audience Reaction,Neutral
video59,0.925,Game Plot,Highly Positive
video82,0.45,Game Plot,Neutral
video59,0.45,Social Interaction,Neutral
video4,0.35,Audience Reaction,Negative
video82,0.5,Audience Anticipation,Neutral
video54,0.5,Game Design,Neutral
video4,0.95,Game Design,Highly Positive
video31,0.925,Audience Anticipation,Highly Positive
video100,0.456,Audience Reaction,Neutral
video82,0.25,Audience Reaction,Negative
video9,0.5,Social Interaction,Neutral
video117,0.25,Audience Reaction,Negative
video45,0.85,Audience Reaction,Highly Positive
video70,0.5,Game Plot,Neutral
video82,0.25,Audience Reaction,Negative
video7,0.85,Audience Feedback,Highly Positive
video87,0.456,Audience Reaction,Neutral
video82,0.25,Social Interaction,Negative
video3,0.456,Audience Reaction,Neutral
video82,0.925,Audience Reaction,Highly Positive
video85,0.45,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video53,0.65,Audience Anticipation,Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Audience Reaction,Neutral
video59,0.65,Game Design,Positive
video9,0.45,Game Requirement,Neutral
video54,0.75,Audience Reaction,Positive
video3,0.35,Audience Feedback,Negative
video23,0.45,Audience Reaction,Neutral
video82,0.35,Audience Feedback,Negative
video73,0.75,Social Interaction,Positive
video47,0.65,Game Experience,Positive
video111,0.25,Audience Feedback,Negative
video8,0.85,Game Experience,Highly Positive
video26,0.5,Audience Anticipation,Neutral
video51,0.65,Audience Reaction,Positive
video121,0.985,Audience Anticipation,Highly Positive
video4,0.5,Audience Feedback,Neutral
video81,0.45,Progress and Updates,Neutral
video100,0.65,Audience Feedback,Positive
video87,0.85,Game Plot,Highly Positive
video85,0.5,Social Interaction,Neutral
video27,0.5,Social Interaction,Neutral
video23,0.5,Social Interaction,Neutral
video15,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video70,0.25,Social Interaction,Negative
video82,0.5,Social Interaction,Neutral
video67,0.15,Audience Feedback,Highly Negative
video33,0.925,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video85,0.357,Audience Reaction,Negative
video50,0.925,Game Design,Highly Positive
video50,0.925,Game Design,Highly Positive
video48,0.75,Game Experience,Positive
video82,0.654,Game Plot,Positive
video59,0.25,Game Design,Negative
video106,0.85,Audience Reaction,Highly Positive
video89,0.65,Progress and Updates,Positive
video121,0.925,Audience Reaction,Highly Positive
video3,0.85,Audience Reaction,Highly Positive
video85,0.852,Audience Reaction,Highly Positive
video41,0.5,Audience Feedback,Neutral
video16,0.15,Audience Reaction,Highly Negative
video82,0.456,Social Interaction,Neutral
video41,0.5,Social Interaction,Neutral
video33,0.25,Audience Reaction,Negative
video60,0.35,Game Experience,Negative
video23,0.75,Audience Feedback,Positive
video82,0.75,Social Interaction,Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Game Plot,Neutral
video30,0.95,Audience Anticipation,Highly Positive
video102,0.5,Audience Reaction,Neutral
video82,0.5,Audience Reaction,Neutral
video81,0.5,Game Experience,Neutral
video3,0.65,Audience Reaction,Positive
video82,0.85,Audience Reaction,Highly Positive
video3,0.75,Social Interaction,Positive
video82,0.5,Social Interaction,Neutral
video47,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.451,Audience Reaction,Neutral
video82,0.352,Social Interaction,Negative
video60,0.5,Social Interaction,Neutral
video85,0.456,Audience Reaction,Neutral
video82,0.852,Audience Reaction,Highly Positive
video92,0.5,Game Requirement,Neutral
video82,0.5,Game Plot,Neutral
video8,0.95,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video23,0.75,Game Experience,Positive
video106,0.75,Audience Reaction,Positive
video5,0.95,Game Plot,Highly Positive
video5,0.5,Game Design,Neutral
video92,0.5,Social Interaction,Neutral
video4,0.985,Audience Reaction,Highly Positive
video27,0.25,Audience Reaction,Negative
video121,0.9,Social Interaction,Highly Positive
video8,0.5,Information Share,Neutral
video121,0.95,Audience Reaction,Highly Positive
video4,0.5,Information Share,Neutral
video82,0.5,Social Interaction,Neutral
video85,0.25,Social Interaction,Negative
video21,0.5,Game Design,Neutral
video117,0.95,Audience Reaction,Highly Positive
video8,0.85,Audience Reaction,Highly Positive
video60,0.25,Game Experience,Negative
video82,0.5,Social Interaction,Neutral
video82,0.25,Audience Anticipation,Negative
video3,0.85,Social Interaction,Highly Positive
video107,0.25,Audience Reaction,Negative
video60,0.65,Game Experience,Positive
video82,0.5,Audience Reaction,Neutral
video106,0.925,Game Experience,Highly Positive
video32,0.925,Audience Anticipation,Highly Positive
video112,0.5,Audience Reaction,Neutral
video81,0.5,Progress and Updates,Neutral
video33,0.55,Game Design,Neutral
video60,0.25,Game Experience,Negative
video23,0.65,Audience Feedback,Positive
video82,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.35,Audience Reaction,Negative
video36,0.5,Information Share,Neutral
video3,0.65,Game Design,Positive
video48,0.65,Game Experience,Positive
video104,0.5,Game Plot,Neutral
video82,0.25,Audience Reaction,Negative
video33,0.2,Audience Feedback,Negative
video59,0.75,Audience Reaction,Positive
video58,0.95,Audience Reaction,Highly Positive
video66,0.95,Audience Reaction,Highly Positive
video4,0.65,Game Plot,Positive
video50,0.85,Game Design,Highly Positive
video23,0.5,Game Design,Neutral
video47,0.85,Audience Reaction,Highly Positive
video24,0.5,Social Interaction,Neutral
video15,0.95,Audience Anticipation,Highly Positive
video82,0.85,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video121,0.75,Social Interaction,Positive
video61,0.5,Game Experience,Neutral
video4,0.75,Audience Reaction,Positive
video2,0.5,Social Interaction,Neutral
video82,0.85,Game Plot,Highly Positive
video20,0.5,Social Interaction,Neutral
video32,0.5,Game Design,Neutral
video23,0.15,Social Interaction,Highly Negative
video82,0.5,Game Plot,Neutral
video53,0.75,Audience Feedback,Positive
video10,0.925,Audience Reaction,Highly Positive
video4,0.95,Social Interaction,Highly Positive
video2,0.85,Game Design,Highly Positive
video48,0.925,Audience Reaction,Highly Positive
video121,0.25,Audience Reaction,Negative
video82,0.5,Audience Anticipation,Neutral
video82,0.0,Social Interaction,Highly Negative
video54,0.95,Game Design,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video16,0.85,Audience Reaction,Highly Positive
video21,0.5,Social Interaction,Neutral
video41,0.95,Audience Anticipation,Highly Positive
video106,0.789,Game Experience,Positive
video36,0.85,Audience Anticipation,Highly Positive
video51,0.5,Audience Reaction,Neutral
video44,0.85,Social Interaction,Highly Positive
video4,0.75,Game Plot,Positive
video82,0.5,Social Interaction,Neutral
video21,0.925,Audience Reaction,Highly Positive
video82,0.75,Audience Reaction,Positive
video4,0.5,Social Interaction,Neutral
video82,0.456,Audience Reaction,Neutral
video82,0.65,Game Plot,Positive
video82,0.75,Audience Reaction,Positive
video59,0.35,Game Plot,Negative
video47,0.85,Game Design,Highly Positive
video51,0.925,Audience Anticipation,Highly Positive
video54,0.925,Audience Reaction,Highly Positive
video82,0.5,Game Plot,Neutral
video39,0.95,Game Design,Highly Positive
video44,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.75,Game Design,Positive
video47,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video50,0.65,Audience Reaction,Positive
video82,0.652,Game Plot,Positive
video3,0.5,Information Share,Neutral
video16,0.5,Audience Reaction,Neutral
video51,0.85,Information Share,Highly Positive
video117,0.95,Audience Reaction,Highly Positive
video23,0.5,Information Share,Neutral
video10,0.925,Audience Anticipation,Highly Positive
video3,0.85,Progress and Updates,Highly Positive
video82,0.5,Social Interaction,Neutral
video54,0.35,Game Experience,Negative
video51,0.25,Audience Feedback,Negative
video85,0.852,Audience Reaction,Highly Positive
video3,0.95,Audience Reaction,Highly Positive
video82,0.55,Audience Reaction,Neutral
video117,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video44,0.25,Social Interaction,Negative
video92,0.888,Information Share,Highly Positive
video92,0.85,Social Interaction,Highly Positive
video75,0.5,Audience Reaction,Neutral
video16,0.5,Social Interaction,Neutral
video82,0.75,Social Interaction,Positive
video3,0.25,Audience Anticipation,Negative
video60,0.357,Game Experience,Negative
video82,0.35,Game Plot,Negative
video70,0.25,Game Experience,Negative
video41,0.9,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video51,0.65,Information Share,Positive
video70,0.85,Audience Reaction,Highly Positive
video16,0.65,Audience Reaction,Positive
video82,0.5,Audience Reaction,Neutral
video53,0.25,Audience Feedback,Negative
video3,0.65,Audience Feedback,Positive
video117,0.5,Audience Reaction,Neutral
video92,0.5,Social Interaction,Neutral
video82,0.25,Social Interaction,Negative
video54,0.35,Game Plot,Negative
video111,0.25,Audience Feedback,Negative
video23,0.5,Information Share,Neutral
video47,0.75,Game Experience,Positive
video8,0.85,Audience Reaction,Highly Positive
video60,0.652,Audience Reaction,Positive
video121,0.5,Audience Reaction,Neutral
video36,0.5,Game Plot,Neutral
video82,0.5,Audience Reaction,Neutral
video50,0.85,Social Interaction,Highly Positive
video23,0.15,Audience Feedback,Highly Negative
video82,0.65,Social Interaction,Positive
video82,0.25,Audience Reaction,Negative
video82,0.75,Game Plot,Positive
video19,0.95,Audience Reaction,Highly Positive
video102,0.925,Audience Reaction,Highly Positive
video2,0.925,Audience Reaction,Highly Positive
video3,0.5,Social Interaction,Neutral
video3,0.85,Audience Reaction,Highly Positive
video33,0.95,Audience Reaction,Highly Positive
video33,0.925,Audience Reaction,Highly Positive
video27,0.925,Social Interaction,Highly Positive
video48,0.925,Information Share,Highly Positive
video82,0.5,Game Plot,Neutral
video82,0.75,Game Design,Positive
video82,0.85,Audience Reaction,Highly Positive
video82,0.75,Game Plot,Positive
video8,0.85,Game Design,Highly Positive
video82,0.25,Game Plot,Negative
video102,0.0,Social Interaction,Highly Negative
video82,0.25,Game Experience,Negative
video63,0.925,Audience Reaction,Highly Positive
video40,0.5,Audience Anticipation,Neutral
video3,0.45,Audience Reaction,Neutral
video83,0.75,Game Plot,Positive
video36,0.45,Social Interaction,Neutral
video43,0.25,Game Requirement,Negative
video59,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video48,0.65,Game Experience,Positive
video8,0.65,Audience Anticipation,Positive
video17,0.753,Game Plot,Positive
video82,0.5,Game Design,Neutral
video82,0.5,Social Interaction,Neutral
video116,0.5,Audience Feedback,Neutral
video10,0.75,Social Interaction,Positive
video80,0.25,Audience Reaction,Negative
video4,0.925,Social Interaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video20,0.925,Social Interaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video16,0.75,Game Design,Positive
video82,0.35,Audience Reaction,Negative
video5,0.75,Audience Reaction,Positive
video92,0.75,Game Design,Positive
video19,0.5,Game Plot,Neutral
video62,0.25,Audience Reaction,Negative
video82,0.75,Audience Anticipation,Positive
video3,0.5,Information Share,Neutral
video4,0.85,Audience Anticipation,Highly Positive
video82,0.5,Game Plot,Neutral
video82,0.85,Game Design,Highly Positive
video2,0.85,Audience Reaction,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video31,0.925,Audience Anticipation,Highly Positive
video3,0.95,Audience Reaction,Highly Positive
video80,0.25,Audience Feedback,Negative
video55,0.5,Information Share,Neutral
video82,0.25,Audience Feedback,Negative
video62,0.5,Social Interaction,Neutral
video56,0.15,Audience Reaction,Highly Negative
video82,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video44,0.5,Social Interaction,Neutral
video66,0.5,Game Plot,Neutral
video76,0.357,Game Experience,Negative
video8,0.0,Social Interaction,Highly Negative
video28,0.35,Social Interaction,Negative
video51,0.0,Social Interaction,Highly Negative
video23,0.75,Audience Reaction,Positive
video116,0.352,Audience Feedback,Negative
video59,0.95,Audience Reaction,Highly Positive
video23,0.25,Audience Reaction,Negative
video59,0.5,Social Interaction,Neutral
video53,0.65,Game Design,Positive
video82,0.5,Game Experience,Neutral
video82,0.75,Audience Reaction,Positive
video81,0.5,Audience Anticipation,Neutral
video25,0.5,Information Share,Neutral
video42,0.5,Game Requirement,Neutral
video55,0.75,Game Plot,Positive
video4,0.5,Game Plot,Neutral
video43,0.75,Audience Reaction,Positive
video96,0.95,Audience Reaction,Highly Positive
video4,0.5,Social Interaction,Neutral
video8,0.25,Game Design,Negative
video82,0.35,Social Interaction,Negative
video4,0.75,Game Plot,Positive
video23,0.5,Social Interaction,Neutral
video61,0.652,Game Experience,Positive
video89,0.0,Game Requirement,Highly Negative
video82,0.75,Game Experience,Positive
video82,0.5,Audience Reaction,Neutral
video3,0.5,Audience Reaction,Neutral
video80,0.95,Audience Anticipation,Highly Positive
video82,0.5,Social Interaction,Neutral
video21,0.35,Game Design,Negative
video3,0.5,Social Interaction,Neutral
video82,0.25,Audience Reaction,Negative
video82,0.35,Social Interaction,Negative
video36,0.25,Game Design,Negative
video82,0.5,Game Plot,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.85,Social Interaction,Highly Positive
video47,0.85,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video67,0.55,Game Plot,Neutral
video81,0.45,Game Experience,Neutral
video67,0.35,Audience Feedback,Negative
video106,0.65,Game Experience,Positive
video82,0.65,Social Interaction,Positive
video4,0.85,Game Design,Highly Positive
video97,0.652,Game Experience,Positive
video15,0.75,Game Experience,Positive
video54,0.75,Audience Reaction,Positive
video58,0.652,Audience Reaction,Positive
video111,0.25,Audience Reaction,Negative
video117,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video67,0.85,Social Interaction,Highly Positive
video82,0.5,Game Experience,Neutral
video114,0.25,Social Interaction,Negative
video106,0.752,Audience Reaction,Positive
video82,0.852,Audience Reaction,Highly Positive
video101,0.0,Audience Reaction,Highly Negative
video3,0.85,Game Plot,Highly Positive
video8,0.95,Audience Anticipation,Highly Positive
video4,0.65,Audience Feedback,Positive
video114,0.85,Game Plot,Highly Positive
video3,0.925,Social Interaction,Highly Positive
video117,0.35,Audience Reaction,Negative
video82,0.925,Game Plot,Highly Positive
video82,0.5,Game Requirement,Neutral
video15,0.25,Audience Feedback,Negative
video81,0.357,Audience Feedback,Negative
video117,0.65,Audience Reaction,Positive
video3,0.5,Social Interaction,Neutral
video54,0.85,Audience Reaction,Highly Positive
video47,0.65,Audience Reaction,Positive
video47,0.75,Audience Reaction,Positive
video41,0.95,Audience Reaction,Highly Positive
video3,0.25,Game Plot,Negative
video40,0.5,Audience Reaction,Neutral
video60,0.85,Game Experience,Highly Positive
video6,0.85,Game Plot,Highly Positive
video2,0.925,Social Interaction,Highly Positive
video32,0.5,Social Interaction,Neutral
video82,0.65,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video48,0.35,Audience Reaction,Negative
video20,0.5,Audience Anticipation,Neutral
video109,0.35,Game Experience,Negative
video3,0.0,Audience Reaction,Highly Negative
video82,0.25,Game Plot,Negative
video3,0.5,Audience Anticipation,Neutral
video40,0.5,Game Design,Neutral
video36,0.85,Social Interaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video82,0.75,Game Plot,Positive
video47,0.85,Game Design,Highly Positive
video28,0.5,Information Share,Neutral
video91,0.5,Game Plot,Neutral
video8,0.85,Progress and Updates,Highly Positive
video82,0.652,Social Interaction,Positive
video42,0.985,Audience Reaction,Highly Positive
video82,0.45,Game Design,Neutral
video82,0.85,Game Plot,Highly Positive
video3,0.35,Social Interaction,Negative
video6,0.85,Game Design,Highly Positive
video106,0.852,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video85,0.25,Audience Reaction,Negative
video87,0.85,Audience Feedback,Highly Positive
video82,0.5,Social Interaction,Neutral
video29,0.75,Game Design,Positive
video3,0.925,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video79,0.925,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video8,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video4,0.5,Game Plot,Neutral
video29,0.75,Game Plot,Positive
video3,0.35,Audience Reaction,Negative
video87,0.95,Audience Anticipation,Highly Positive
video51,0.85,Audience Anticipation,Highly Positive
video25,0.75,Audience Reaction,Positive
video64,0.75,Game Design,Positive
video4,0.925,Audience Reaction,Highly Positive
video30,0.85,Audience Anticipation,Highly Positive
video111,0.25,Audience Anticipation,Negative
video82,0.85,Audience Reaction,Highly Positive
video59,0.75,Social Interaction,Positive
video2,0.75,Game Design,Positive
video16,0.85,Social Interaction,Highly Positive
video47,0.85,Audience Reaction,Highly Positive
video117,0.752,Audience Feedback,Positive
video23,0.75,Audience Reaction,Positive
video107,0.75,Audience Reaction,Positive
video48,0.65,Game Experience,Positive
video16,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.5,Game Design,Neutral
video82,0.5,Audience Feedback,Neutral
video82,0.5,Audience Reaction,Neutral
video89,0.85,Audience Reaction,Highly Positive
video82,0.85,Game Plot,Highly Positive
video3,0.35,Audience Reaction,Negative
video25,0.5,Social Interaction,Neutral
video12,0.65,Social Interaction,Positive
video3,0.25,Audience Reaction,Negative
