video,Sentiment Score,Classification,IP,Label
video1,0.852,Game Plot,Hunan,Highly Positive
video20,0.5,Social Interaction,Chongqing,Neutral
video82,0.999,Social Interaction,Guangdong,Highly Positive
video6,0.5,Game Plot,Jiangxi,Neutral
video28,0.5,Social Interaction,Shanghai,Neutral
video5,0.95,Social Interaction,Guangdong,Highly Positive
video47,0.95,Social Interaction,Liaoning,Highly Positive
video60,0.5,Social Interaction,Shaanxi,Neutral
video59,0.35,Social Interaction,Hainan,Negative
video47,0.25,Game Plot,Heilongjiang,Negative
video13,0.25,Audience Reaction,Hebei,Negative
video89,0.85,Social Interaction,Hubei,Highly Positive
video82,0.5,Social Interaction,Shandong,Neutral
video56,0.85,Progress and Updates,Hebei,Highly Positive
video56,0.25,Audience Reaction,Hebei,Negative
video81,0.75,Game Experience,Unknown,Positive
video21,0.75,Game Requirement,Shaanxi,Positive
video22,0.35,Information Share,Heilongjiang,Negative
video81,0.5,Game Experience,Hubei,Neutral
video21,0.85,Social Interaction,Guangdong,Highly Positive
video35,0.75,Audience Reaction,Chongqing,Positive
video6,0.5,Social Interaction,Fujian,Neutral
video60,0.456,Game Experience,Henan,Neutral
video22,0.85,Social Interaction,Shandong,Highly Positive
video20,0.5,Information Share,Henan,Neutral
video50,0.75,Social Interaction,Hubei,Positive
video88,0.925,Information Share,Sichuan,Highly Positive
video6,0.5,Game Plot,Taiwan,Neutral
video6,0.5,Social Interaction,Jiangsu,Neutral
video80,0.5,Social Interaction,Anhui,Neutral
video1,0.85,Social Interaction,Jiangsu,Highly Positive
video83,0.5,Social Interaction,Shandong,Neutral
video59,0.85,Social Interaction,Hubei,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video21,0.965,Audience Anticipation,Sichuan,Highly Positive
video22,0.952,Audience Anticipation,Zhejiang,Highly Positive
video21,0.85,Social Interaction,Jiangsu,Highly Positive
video6,0.75,Game Requirement,Chongqing,Positive
video59,0.456,Audience Reaction,Zhejiang,Neutral
video46,0.5,Game Plot,Heilongjiang,Neutral
video26,0.5,Social Interaction,Shanghai,Neutral
video6,0.5,Social Interaction,Shanghai,Neutral
video80,0.5,Social Interaction,Guangxi,Neutral
video34,0.5,Game Plot,Fujian,Neutral
video82,0.5,Social Interaction,Qinghai,Neutral
video6,0.75,Game Experience,Chongqing,Positive
video6,0.5,Social Interaction,Beijing,Neutral
video21,0.95,Game Design,Liaoning,Highly Positive
video14,0.235,Audience Feedback,Unknown,Negative
video46,0.852,Audience Reaction,Jiangsu,Highly Positive
video80,0.85,Game Plot,Jiangsu,Highly Positive
video22,0.45,Game Requirement,Jiangsu,Neutral
video22,0.75,Social Interaction,Guangdong,Positive
video75,0.75,Audience Reaction,Guangdong,Positive
video26,0.35,Social Interaction,Guangdong,Negative
video88,0.456,Game Experience,Guangdong,Neutral
video1,0.95,Social Interaction,Henan,Highly Positive
video82,0.5,Social Interaction,Jiangsu,Neutral
video22,0.45,Social Interaction,Zhejiang,Neutral
video21,0.925,Information Share,Liaoning,Highly Positive
video59,0.25,Audience Feedback,Guangxi,Negative
video16,0.85,Social Interaction,Henan,Highly Positive
video15,0.5,Social Interaction,Jiangxi,Neutral
video80,0.654,Game Experience,Gansu,Positive
video89,0.852,Game Experience,Fujian,Highly Positive
video1,0.95,Audience Reaction,Chongqing,Highly Positive
video24,0.75,Social Interaction,Guangdong,Positive
video75,0.85,Game Plot,Hainan,Highly Positive
video80,0.95,Game Experience,Jiangsu,Highly Positive
video1,0.925,Game Plot,Jiangsu,Highly Positive
video56,0.85,Audience Reaction,Jilin,Highly Positive
video49,0.5,Social Interaction,Shanxi,Neutral
video80,0.45,Social Interaction,Chongqing,Neutral
video28,0.0,Social Interaction,Jiangsu,Highly Negative
video75,0.95,Audience Reaction,Shanghai,Highly Positive
video80,0.75,Social Interaction,Beijing,Positive
video41,0.75,Social Interaction,Jiangsu,Positive
video21,0.95,Social Interaction,Henan,Highly Positive
video21,0.95,Social Interaction,Chongqing,Highly Positive
video40,0.5,Social Interaction,Hebei,Neutral
video20,0.925,Audience Reaction,Hunan,Highly Positive
video59,0.5,Audience Reaction,Sichuan,Neutral
video22,0.5,Social Interaction,Shandong,Neutral
video75,0.5,Social Interaction,Beijing,Neutral
video1,0.85,Social Interaction,Shaanxi,Highly Positive
video82,0.75,Game Design,Guangdong,Positive
video22,0.925,Social Interaction,Henan,Highly Positive
video21,0.0,Audience Reaction,Unknown,Highly Negative
video21,0.985,Audience Reaction,Sichuan,Highly Positive
video80,0.85,Audience Reaction,Zhejiang,Highly Positive
video21,0.925,Game Design,Heilongjiang,Highly Positive
video64,0.95,Audience Reaction,Sichuan,Highly Positive
video28,0.925,Social Interaction,Zhejiang,Highly Positive
video80,0.5,Progress and Updates,Sichuan,Neutral
video6,0.95,Social Interaction,Hubei,Highly Positive
video56,0.75,Audience Reaction,Zhejiang,Positive
video17,0.95,Audience Reaction,Hubei,Highly Positive
video20,0.925,Audience Anticipation,Sichuan,Highly Positive
video56,0.925,Social Interaction,Hebei,Highly Positive
video20,0.5,Social Interaction,Shaanxi,Neutral
video28,0.85,Audience Anticipation,Fujian,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video22,0.95,Social Interaction,Henan,Highly Positive
video79,0.75,Social Interaction,Guangdong,Positive
video21,0.15,Audience Feedback,Guangdong,Highly Negative
video56,0.65,Game Plot,Qinghai,Positive
video50,0.75,Game Plot,Jiangsu,Positive
video7,0.925,Game Experience,Henan,Highly Positive
video89,0.5,Audience Reaction,Anhui,Neutral
video50,0.75,Game Plot,Sichuan,Positive
video80,0.925,Audience Reaction,Shandong,Highly Positive
video11,0.85,Social Interaction,Shanghai,Highly Positive
video54,0.5,Audience Reaction,Guangxi,Neutral
video40,0.95,Social Interaction,Shandong,Highly Positive
video60,0.35,Audience Feedback,Guangdong,Negative
video80,0.45,Audience Reaction,Jiangsu,Neutral
video21,0.5,Social Interaction,Guangdong,Neutral
video3,0.75,Game Experience,Jiangxi,Positive
video14,0.999,Social Interaction,Zhejiang,Highly Positive
video14,0.85,Audience Reaction,Guangdong,Highly Positive
video21,0.6,Social Interaction,Guangdong,Positive
video26,0.25,Game Requirement,Zhejiang,Negative
video6,0.5,Social Interaction,Jiangxi,Neutral
video42,0.75,Social Interaction,Shanxi,Positive
video21,0.85,Social Interaction,Shanxi,Highly Positive
video21,0.95,Audience Anticipation,Yunnan,Highly Positive
video20,0.75,Game Requirement,Jiangsu,Positive
video80,0.25,Game Design,Hunan,Negative
video6,0.5,Social Interaction,Guangxi,Neutral
video48,0.45,Audience Reaction,Shandong,Neutral
video28,0.15,Game Experience,Hainan,Highly Negative
video81,0.85,Social Interaction,Inner Mongolia,Highly Positive
video80,0.5,Social Interaction,Sichuan,Neutral
video60,0.85,Game Plot,Zhejiang,Highly Positive
video15,0.85,Game Plot,Sichuan,Highly Positive
video80,0.5,Game Experience,Shandong,Neutral
video6,0.75,Audience Reaction,Chongqing,Positive
video52,0.75,Social Interaction,Guangdong,Positive
video6,0.5,Social Interaction,Zhejiang,Neutral
video75,0.75,Game Plot,Liaoning,Positive
video6,0.5,Social Interaction,Anhui,Neutral
video59,0.925,Game Design,Shandong,Highly Positive
video14,0.5,Social Interaction,Henan,Neutral
video49,0.95,Game Design,Shanghai,Highly Positive
video6,1.0,Audience Reaction,Shandong,Highly Positive
video67,0.75,Game Plot,Qinghai,Positive
video2,0.25,Game Experience,Zhejiang,Negative
video21,0.95,Social Interaction,Fujian,Highly Positive
video13,0.5,Audience Reaction,Guizhou,Neutral
video6,0.5,Social Interaction,Shaanxi,Neutral
video26,0.0,Social Interaction,Fujian,Highly Negative
video15,0.85,Social Interaction,Guangxi,Highly Positive
video46,0.852,Game Plot,Liaoning,Highly Positive
video62,0.75,Game Plot,Sichuan,Positive
video59,0.45,Social Interaction,Hebei,Neutral
video89,0.75,Audience Reaction,Shaanxi,Positive
video22,0.5,Social Interaction,Jiangxi,Neutral
video73,0.85,Information Share,Hubei,Highly Positive
video21,0.5,Social Interaction,Jiangxi,Neutral
video80,0.5,Social Interaction,Zhejiang,Neutral
video59,0.75,Game Plot,Hubei,Positive
video26,0.85,Social Interaction,Guangdong,Highly Positive
video61,0.5,Social Interaction,Sichuan,Neutral
video6,0.5,Social Interaction,Ningxia,Neutral
video50,0.5,Social Interaction,Guangxi,Neutral
video22,0.875,Audience Feedback,Henan,Highly Positive
video41,0.85,Social Interaction,Beijing,Highly Positive
video6,0.15,Game Design,Guangdong,Highly Negative
video21,0.85,Social Interaction,Yunnan,Highly Positive
video60,0.45,Social Interaction,Jiangsu,Neutral
video21,0.85,Social Interaction,Henan,Highly Positive
video21,0.85,Information Share,Shandong,Highly Positive
video20,0.925,Audience Reaction,Shaanxi,Highly Positive
video11,0.9,Audience Reaction,Shaanxi,Highly Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video28,0.5,Game Experience,Guangdong,Neutral
video86,0.5,Game Requirement,Liaoning,Neutral
video56,0.5,Game Experience,Jiangsu,Neutral
video44,0.85,Audience Reaction,Guizhou,Highly Positive
video76,0.25,Game Experience,Jiangsu,Negative
video21,0.75,Social Interaction,Heilongjiang,Positive
video81,0.35,Social Interaction,Zhejiang,Negative
video21,0.85,Social Interaction,Heilongjiang,Highly Positive
video50,0.5,Social Interaction,Henan,Neutral
video20,0.85,Social Interaction,Jilin,Highly Positive
video59,0.95,Audience Reaction,Guizhou,Highly Positive
video17,0.5,Game Experience,Guangdong,Neutral
video10,0.5,Game Design,Chongqing,Neutral
video25,0.456,Game Experience,Hubei,Neutral
video80,0.5,Social Interaction,Heilongjiang,Neutral
video60,0.357,Audience Reaction,Guangdong,Negative
video67,0.456,Game Plot,Zhejiang,Neutral
video56,0.5,Social Interaction,Fujian,Neutral
video88,0.85,Audience Reaction,Qinghai,Highly Positive
video48,0.85,Audience Reaction,Shanghai,Highly Positive
video42,0.85,Audience Reaction,Inner Mongolia,Highly Positive
video14,0.253,Audience Feedback,Guangdong,Negative
video6,0.5,Social Interaction,Hunan,Neutral
video60,0.95,Social Interaction,Xinjiang,Highly Positive
video80,0.75,Audience Reaction,Xinjiang,Positive
video80,0.75,Game Experience,Henan,Positive
video25,0.25,Progress and Updates,Beijing,Negative
video50,0.75,Game Plot,Unknown,Positive
video67,0.5,Social Interaction,Unknown,Neutral
video6,0.456,Audience Reaction,Jiangsu,Neutral
video20,0.5,Social Interaction,Henan,Neutral
video50,0.5,Game Plot,Guangdong,Neutral
video50,0.95,Social Interaction,Zhejiang,Highly Positive
video6,0.95,Social Interaction,Chongqing,Highly Positive
video6,0.5,Game Experience,Liaoning,Neutral
video20,0.925,Social Interaction,Liaoning,Highly Positive
video62,0.75,Game Experience,Hubei,Positive
video54,0.456,Social Interaction,Hebei,Neutral
video82,0.75,Social Interaction,Sichuan,Positive
video20,0.85,Audience Reaction,Zhejiang,Highly Positive
video14,0.85,Game Design,Zhejiang,Highly Positive
video59,0.999,Social Interaction,Guangdong,Highly Positive
video28,0.95,Social Interaction,Chongqing,Highly Positive
video6,0.25,Audience Reaction,Shandong,Negative
video80,0.75,Social Interaction,Zhejiang,Positive
video55,0.5,Social Interaction,Beijing,Neutral
video21,0.5,Social Interaction,Guizhou,Neutral
video28,0.952,Audience Anticipation,Shanghai,Highly Positive
video56,0.45,Social Interaction,Sichuan,Neutral
video28,0.456,Audience Feedback,Hunan,Neutral
video59,0.95,Social Interaction,Fujian,Highly Positive
video1,0.75,Audience Reaction,Jiangsu,Positive
video22,0.5,Audience Reaction,Jiangsu,Neutral
video17,0.925,Audience Reaction,Ningxia,Highly Positive
video27,0.456,Audience Feedback,Shandong,Neutral
video22,0.65,Audience Feedback,Zhejiang,Positive
video60,0.925,Social Interaction,Beijing,Highly Positive
video20,0.925,Audience Anticipation,Jiangsu,Highly Positive
video1,0.85,Game Experience,Guangdong,Highly Positive
video85,0.25,Game Experience,Hubei,Negative
video3,0.75,Social Interaction,Guangxi,Positive
video16,0.95,Audience Reaction,Jiangsu,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video6,0.85,Game Design,Zhejiang,Highly Positive
video6,0.45,Audience Reaction,Yunnan,Neutral
video2,0.45,Audience Reaction,Henan,Neutral
video81,0.75,Game Experience,Guangdong,Positive
video21,0.85,Game Design,Beijing,Highly Positive
video21,0.5,Social Interaction,Guangdong,Neutral
video59,0.5,Social Interaction,Xinjiang,Neutral
video82,0.85,Social Interaction,Hebei,Highly Positive
video22,0.925,Audience Feedback,Guangdong,Highly Positive
video50,0.925,Audience Reaction,Henan,Highly Positive
video40,0.85,Audience Reaction,Jiangsu,Highly Positive
video49,0.153,Game Plot,Shaanxi,Highly Negative
video7,0.2,Game Experience,Jiangxi,Negative
video89,0.5,Social Interaction,Hunan,Neutral
video6,0.95,Social Interaction,Jiangsu,Highly Positive
video6,0.5,Social Interaction,Fujian,Neutral
video47,0.85,Game Plot,Guangdong,Highly Positive
video46,0.85,Audience Reaction,Tianjin,Highly Positive
video56,0.752,Game Experience,Zhejiang,Positive
video67,0.85,Audience Reaction,Jiangsu,Highly Positive
video59,0.85,Audience Reaction,Jiangsu,Highly Positive
video21,0.85,Social Interaction,Hubei,Highly Positive
video21,0.5,Game Requirement,Hebei,Neutral
video6,0.5,Social Interaction,Xinjiang,Neutral
video6,0.75,Game Experience,Guangdong,Positive
video60,0.25,Game Experience,Guangdong,Negative
video21,0.85,Audience Reaction,Qinghai,Highly Positive
video21,0.85,Game Requirement,Guangdong,Highly Positive
video21,0.85,Social Interaction,Hubei,Highly Positive
video80,0.65,Audience Reaction,Shandong,Positive
video67,0.85,Audience Anticipation,Jiangxi,Highly Positive
video28,0.25,Audience Reaction,Henan,Negative
video49,0.75,Game Plot,Jiangsu,Positive
video82,0.5,Social Interaction,Fujian,Neutral
video47,0.75,Game Plot,Henan,Positive
video14,0.5,Social Interaction,Sichuan,Neutral
video88,0.753,Game Experience,Sichuan,Positive
video50,0.75,Audience Reaction,Hebei,Positive
video21,0.85,Audience Reaction,Jiangsu,Highly Positive
video88,0.65,Audience Reaction,Tianjin,Positive
video17,0.35,Game Experience,Shanxi,Negative
video22,0.85,Game Requirement,Zhejiang,Highly Positive
video21,0.95,Audience Anticipation,Hunan,Highly Positive
video20,0.925,Audience Reaction,Jiangsu,Highly Positive
video50,0.925,Audience Reaction,Guangdong,Highly Positive
video59,0.3,Social Interaction,Jiangsu,Negative
video62,0.925,Game Design,Heilongjiang,Highly Positive
video1,0.5,Social Interaction,Chongqing,Neutral
video21,0.985,Audience Reaction,Guangdong,Highly Positive
video1,0.654,Game Plot,Sichuan,Positive
video21,0.35,Game Requirement,Hebei,Negative
video27,0.45,Audience Reaction,Sichuan,Neutral
video10,0.95,Social Interaction,Jiangsu,Highly Positive
video6,0.6,Audience Reaction,Guizhou,Positive
video27,0.925,Game Experience,Chongqing,Highly Positive
video15,0.75,Audience Reaction,Inner Mongolia,Positive
video6,0.852,Game Experience,Shaanxi,Highly Positive
video2,0.25,Game Design,Shandong,Negative
video80,0.753,Social Interaction,Henan,Positive
video6,0.25,Game Plot,Beijing,Negative
video46,0.25,Game Plot,Jiangsu,Negative
video60,0.45,Game Experience,Jiangsu,Neutral
video54,0.357,Game Plot,Zhejiang,Negative
video80,0.35,Game Experience,Hebei,Negative
video82,0.95,Game Experience,Zhejiang,Highly Positive
video22,0.925,Audience Reaction,Gansu,Highly Positive
video56,0.5,Social Interaction,Xinjiang,Neutral
video56,0.95,Social Interaction,Tianjin,Highly Positive
video80,0.65,Social Interaction,Guangdong,Positive
video50,0.85,Game Plot,Liaoning,Highly Positive
video56,0.999,Social Interaction,Henan,Highly Positive
video50,0.5,Social Interaction,Jilin,Neutral
video82,0.25,Audience Reaction,Fujian,Negative
video59,0.75,Audience Reaction,Gansu,Positive
video6,0.85,Audience Reaction,Liaoning,Highly Positive
video80,0.925,Social Interaction,Hainan,Highly Positive
video21,0.65,Social Interaction,Shandong,Positive
video56,0.5,Game Plot,Henan,Neutral
video21,0.5,Game Requirement,Beijing,Neutral
video20,0.925,Information Share,Hebei,Highly Positive
video56,0.85,Audience Anticipation,Guangdong,Highly Positive
video21,0.925,Audience Reaction,Fujian,Highly Positive
video6,0.5,Social Interaction,Sichuan,Neutral
video26,0.45,Social Interaction,Inner Mongolia,Neutral
video50,0.852,Audience Reaction,Shandong,Highly Positive
video80,0.75,Audience Reaction,Anhui,Positive
video22,0.925,Audience Reaction,Shandong,Highly Positive
video1,0.75,Game Plot,Guizhou,Positive
video6,0.95,Social Interaction,Beijing,Highly Positive
video21,0.95,Audience Reaction,Jiangsu,Highly Positive
video20,0.153,Audience Feedback,Shandong,Highly Negative
video80,0.789,Game Plot,Henan,Positive
video22,0.25,Game Requirement,Shanxi,Negative
video14,0.85,Social Interaction,Sichuan,Highly Positive
video6,0.5,Social Interaction,Zhejiang,Neutral
video22,0.75,Audience Reaction,Henan,Positive
video14,0.75,Game Plot,Zhejiang,Positive
video17,0.5,Game Plot,Hubei,Neutral
video88,0.925,Game Experience,Sichuan,Highly Positive
video1,0.5,Social Interaction,Guangdong,Neutral
video6,0.5,Game Experience,Heilongjiang,Neutral
video6,0.45,Audience Reaction,Hubei,Neutral
video24,0.85,Game Design,Sichuan,Highly Positive
video20,0.75,Game Design,Liaoning,Positive
video14,0.65,Game Experience,Xinjiang,Positive
video22,0.975,Game Experience,Guangdong,Highly Positive
video6,0.5,Social Interaction,Hunan,Neutral
video21,0.75,Social Interaction,Shandong,Positive
video47,0.5,Social Interaction,Shandong,Neutral
video80,0.85,Audience Reaction,Yunnan,Highly Positive
video15,0.9,Audience Reaction,Guangdong,Highly Positive
video82,0.5,Social Interaction,Guangdong,Neutral
video13,0.85,Game Design,Jiangsu,Highly Positive
video22,0.5,Game Requirement,Jiangsu,Neutral
video80,0.75,Social Interaction,Shandong,Positive
video81,0.5,Game Design,Zhejiang,Neutral
video82,0.5,Social Interaction,Hubei,Neutral
video26,0.35,Social Interaction,Shanghai,Negative
video6,0.5,Social Interaction,Guangdong,Neutral
video56,0.5,Social Interaction,Shaanxi,Neutral
video21,0.85,Audience Reaction,Unknown,Highly Positive
video47,0.5,Game Plot,Inner Mongolia,Neutral
video6,0.5,Social Interaction,Taiwan,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video56,0.5,Game Experience,Zhejiang,Neutral
video41,0.753,Social Interaction,Shanghai,Positive
video21,0.5,Audience Reaction,Guangdong,Neutral
video76,0.35,Audience Feedback,Sichuan,Negative
video59,0.75,Progress and Updates,Guangdong,Positive
video10,0.5,Game Plot,Shandong,Neutral
video7,0.95,Game Experience,Henan,Highly Positive
video50,0.75,Game Plot,Hebei,Positive
video1,0.456,Game Plot,Hebei,Neutral
video6,0.5,Social Interaction,Chongqing,Neutral
video14,0.35,Game Experience,Guangdong,Negative
video60,0.925,Audience Anticipation,Shandong,Highly Positive
video50,0.852,Audience Anticipation,Guangdong,Highly Positive
video50,0.45,Social Interaction,Sichuan,Neutral
video50,0.5,Audience Reaction,Jiangsu,Neutral
video6,0.85,Game Plot,Beijing,Highly Positive
video80,0.85,Social Interaction,Yunnan,Highly Positive
video26,0.25,Social Interaction,Henan,Negative
video20,0.5,Social Interaction,Beijing,Neutral
video60,0.35,Game Plot,Sichuan,Negative
video6,0.85,Social Interaction,Jiangxi,Highly Positive
video59,0.85,Game Design,Shandong,Highly Positive
video1,0.85,Audience Reaction,Guizhou,Highly Positive
video26,0.25,Social Interaction,Shanghai,Negative
video46,0.75,Audience Reaction,Guangdong,Positive
video42,0.75,Audience Reaction,Zhejiang,Positive
video48,0.95,Social Interaction,Chongqing,Highly Positive
video88,0.25,Game Experience,Sichuan,Negative
video57,0.5,Social Interaction,Shaanxi,Neutral
video88,0.75,Audience Reaction,Henan,Positive
video22,0.85,Game Requirement,Guangdong,Highly Positive
video80,0.75,Game Requirement,Gansu,Positive
video1,0.45,Social Interaction,Sichuan,Neutral
video80,0.5,Social Interaction,Henan,Neutral
video80,0.35,Social Interaction,Guangdong,Negative
video22,0.925,Audience Reaction,Zhejiang,Highly Positive
video65,0.75,Audience Reaction,Guangdong,Positive
video49,0.45,Social Interaction,Henan,Neutral
video28,0.5,Social Interaction,Zhejiang,Neutral
video80,0.65,Social Interaction,Henan,Positive
video47,0.5,Social Interaction,Shandong,Neutral
video2,0.5,Audience Reaction,Sichuan,Neutral
video21,0.925,Game Design,Guangdong,Highly Positive
video44,0.923,Game Plot,Liaoning,Highly Positive
video59,0.5,Audience Reaction,Guangdong,Neutral
video20,0.5,Game Requirement,Chongqing,Neutral
video54,0.85,Social Interaction,Ningxia,Highly Positive
video80,0.85,Game Experience,Guangdong,Highly Positive
video20,0.45,Audience Feedback,Hebei,Neutral
video86,0.999,Social Interaction,Zhejiang,Highly Positive
video6,0.5,Progress and Updates,Hebei,Neutral
video26,0.15,Social Interaction,Sichuan,Highly Negative
video58,0.85,Game Design,Liaoning,Highly Positive
video83,0.5,Social Interaction,Sichuan,Neutral
video6,0.5,Game Plot,Shandong,Neutral
video21,0.85,Social Interaction,Fujian,Highly Positive
video80,0.15,Social Interaction,Yunnan,Highly Negative
video80,0.45,Audience Reaction,Shanghai,Neutral
video14,0.925,Audience Reaction,Shanghai,Highly Positive
video6,0.45,Audience Reaction,Heilongjiang,Neutral
video89,0.75,Game Plot,Shaanxi,Positive
video56,0.85,Social Interaction,Sichuan,Highly Positive
video82,0.85,Social Interaction,Shandong,Highly Positive
video3,0.5,Social Interaction,Shandong,Neutral
video80,0.35,Game Experience,Zhejiang,Negative
video55,0.15,Game Experience,Henan,Highly Negative
video80,0.75,Audience Reaction,Guangdong,Positive
video41,0.75,Progress and Updates,Shandong,Positive
video6,0.85,Social Interaction,Shanghai,Highly Positive
video20,0.5,Game Requirement,Jiangsu,Neutral
video15,0.95,Audience Reaction,Gansu,Highly Positive
video1,0.5,Game Plot,Hunan,Neutral
video60,0.5,Game Experience,Guangdong,Neutral
video35,0.85,Game Design,Jiangsu,Highly Positive
video20,0.35,Social Interaction,Jiangsu,Negative
video77,0.75,Game Experience,Guangdong,Positive
video22,0.85,Audience Reaction,Gansu,Highly Positive
video14,0.456,Social Interaction,Jilin,Neutral
video22,0.456,Audience Reaction,Shanxi,Neutral
video86,0.85,Game Experience,Henan,Highly Positive
video47,0.925,Audience Reaction,Hebei,Highly Positive
video21,0.5,Social Interaction,Jiangsu,Neutral
video40,0.852,Game Plot,Tianjin,Highly Positive
video22,0.5,Social Interaction,Hubei,Neutral
video62,0.15,Audience Reaction,Guangxi,Highly Negative
video40,0.852,Audience Feedback,Jiangxi,Highly Positive
video60,0.25,Audience Reaction,Henan,Negative
video81,0.85,Game Experience,Heilongjiang,Highly Positive
video47,0.85,Social Interaction,Guangdong,Highly Positive
video56,0.85,Audience Reaction,Liaoning,Highly Positive
video67,0.852,Game Plot,Zhejiang,Highly Positive
video59,0.35,Audience Reaction,Guangdong,Negative
video28,0.925,Audience Reaction,Heilongjiang,Highly Positive
video48,0.5,Audience Reaction,Guangxi,Neutral
video59,0.925,Game Plot,Anhui,Highly Positive
video86,0.65,Game Experience,Jiangsu,Positive
video22,0.5,Social Interaction,Zhejiang,Neutral
video22,0.5,Social Interaction,Guangdong,Neutral
video56,0.75,Game Experience,Liaoning,Positive
video22,0.85,Social Interaction,Tianjin,Highly Positive
video7,0.357,Game Experience,Liaoning,Negative
video22,0.85,Social Interaction,Shanghai,Highly Positive
video54,0.5,Social Interaction,Jiangsu,Neutral
video75,0.75,Game Plot,Beijing,Positive
video21,0.5,Social Interaction,Hebei,Neutral
video44,0.925,Audience Reaction,Jiangsu,Highly Positive
video46,0.75,Game Plot,Jiangsu,Positive
video14,0.95,Audience Reaction,Xinjiang,Highly Positive
video60,0.75,Game Plot,Henan,Positive
video56,0.85,Audience Reaction,Henan,Highly Positive
video50,0.654,Social Interaction,Sichuan,Positive
video21,0.5,Social Interaction,Jiangsu,Neutral
video28,0.5,Information Share,Hunan,Neutral
video56,0.75,Social Interaction,Shaanxi,Positive
video88,0.75,Game Experience,Jiangsu,Positive
video20,0.95,Information Share,Shanxi,Highly Positive
video14,0.65,Game Experience,Henan,Positive
video27,0.985,Audience Reaction,Anhui,Highly Positive
video50,0.999,Social Interaction,Guizhou,Highly Positive
video26,0.153,Social Interaction,Guangdong,Highly Negative
video21,0.45,Audience Anticipation,Liaoning,Neutral
video62,0.925,Game Design,Guangdong,Highly Positive
video22,0.5,Social Interaction,Shanghai,Neutral
video21,0.45,Social Interaction,Jiangsu,Neutral
video81,0.5,Game Design,Heilongjiang,Neutral
video65,0.789,Game Plot,Tianjin,Positive
video75,0.5,Progress and Updates,Jilin,Neutral
video50,0.75,Audience Reaction,Shaanxi,Positive
video20,0.75,Social Interaction,Fujian,Positive
video22,0.95,Social Interaction,Shandong,Highly Positive
video56,0.456,Audience Reaction,Liaoning,Neutral
video17,0.5,Social Interaction,Sichuan,Neutral
video17,0.5,Social Interaction,Hubei,Neutral
video59,0.0,Progress and Updates,Anhui,Highly Negative
video6,0.5,Social Interaction,Guangxi,Neutral
video20,0.95,Audience Reaction,Henan,Highly Positive
video21,0.95,Social Interaction,Shanghai,Highly Positive
video28,0.85,Social Interaction,Guangxi,Highly Positive
video60,0.25,Game Plot,Hubei,Negative
video2,0.85,Audience Reaction,Hubei,Highly Positive
video67,0.925,Game Plot,Shaanxi,Highly Positive
video89,0.65,Game Experience,Zhejiang,Positive
video56,0.652,Audience Reaction,Jiangsu,Positive
video80,0.75,Social Interaction,Hubei,Positive
video80,0.852,Game Plot,Zhejiang,Highly Positive
video54,0.85,Social Interaction,Guangdong,Highly Positive
video50,0.85,Social Interaction,Guangdong,Highly Positive
video40,0.852,Audience Reaction,Hunan,Highly Positive
video60,0.9,Audience Reaction,Guangdong,Highly Positive
video57,0.5,Game Experience,Inner Mongolia,Neutral
video2,0.5,Information Share,Sichuan,Neutral
video80,0.852,Audience Reaction,Henan,Highly Positive
video46,0.753,Game Plot,Jilin,Positive
video42,0.85,Game Design,Chongqing,Highly Positive
video21,0.5,Social Interaction,Chongqing,Neutral
video88,0.95,Game Experience,Gansu,Highly Positive
video6,0.85,Game Plot,Liaoning,Highly Positive
video15,0.925,Audience Reaction,Guizhou,Highly Positive
video60,0.25,Audience Feedback,Shandong,Negative
video21,0.925,Information Share,Shanxi,Highly Positive
video60,0.55,Social Interaction,Hunan,Neutral
video6,0.453,Social Interaction,Chongqing,Neutral
video56,0.75,Social Interaction,Jiangxi,Positive
video55,0.925,Progress and Updates,Shandong,Highly Positive
video80,0.75,Game Experience,Anhui,Positive
video56,0.85,Audience Reaction,Shandong,Highly Positive
video81,0.5,Social Interaction,Unknown,Neutral
video56,0.5,Social Interaction,Guangdong,Neutral
video20,0.5,Social Interaction,Guangdong,Neutral
video56,0.5,Social Interaction,Hainan,Neutral
video83,0.95,Game Design,Zhejiang,Highly Positive
video6,0.25,Audience Reaction,Guangdong,Negative
video41,0.5,Social Interaction,Guangdong,Neutral
video62,0.25,Game Plot,Hebei,Negative
video22,0.75,Information Share,Sichuan,Positive
video63,1.0,Audience Reaction,Shanxi,Highly Positive
video67,0.85,Social Interaction,Guangdong,Highly Positive
video59,0.85,Social Interaction,Shanxi,Highly Positive
video22,0.75,Game Requirement,Hunan,Positive
video20,0.5,Game Requirement,Zhejiang,Neutral
video59,0.925,Game Plot,Jiangsu,Highly Positive
video15,0.925,Game Plot,Zhejiang,Highly Positive
video6,0.85,Game Experience,Guangdong,Highly Positive
video22,0.5,Game Requirement,Shaanxi,Neutral
video80,0.95,Audience Reaction,Beijing,Highly Positive
video40,0.925,Game Design,Shandong,Highly Positive
video20,0.85,Social Interaction,Hubei,Highly Positive
video21,0.5,Social Interaction,Shanghai,Neutral
